Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",144.996,637.347,518.217,148.804,72.6417,26.0525,0.403914,49.7057,105.724,119.658,108.151,18.2097,161.722,5.97917,4.23411,0.512127,8.90303,7.83088,2.89324,0.287146,0.169689,0.253742,0.668744,0.41304,0.626728,0.428767,1.03977,0.339582,3.21769,0.318619,,-0.731444,135.184,59.877,181.034,-0.731444,-2.34,60.14010775089264,-9.344637632369995,7.44139,1.909999966621399,,,,,,,1210.6,8.348965517,1210.6,8.348965517,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",151.337,659.888,598.966,174.764,102.721,35.3989,5.51447,31.1298,104.148,96.5107,47.9591,5.00035,112.498,6.40011,5.70168,0.861605,7.06243,36.889,8.51921,0.291777,0.0726777,0.170481,0.42631,0.34767,0.525208,0.369171,0.872877,0.233431,7.00122,0.311545,,2.88506,108.036,30.065,135.835,2.88506,3.65,30.756072759628296,10.65634298324585,6.56076,3.0199999809265137,,,,,,,1015.2,6.723178807,1015.2,6.723178807,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Shohei Ohtani","LAD",149.107,662.837,561.3,160.067,78.1786,30.9422,3.13212,47.8136,121.902,119.344,91.3177,13.5098,157.237,4.78496,3.62107,0.740397,8.78539,25.577,8.24592,0.285171,0.137768,0.237218,0.580766,0.387534,0.607009,0.412902,0.994543,0.321837,5.97121,0.311926,,0.677183,132.053,53.7339,168.946,0.677183,0,54.84090220928192,-14.075693130493164,6.42706,1.2200000286102295,,,,,,,1208.2,8.108724832,1208.2,8.108724832,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Cal Raleigh","SEA",149.952,623.665,538.593,120.891,58.7164,22.3582,0.845124,38.971,81.9284,102.941,73.9274,6.88507,172.211,6.2058,4.43533,0.503274,6.3448,7.3192,2.61889,0.224456,0.118537,0.276127,0.429285,0.322587,0.486178,0.342999,0.808765,0.261721,3.60698,0.24686,,-0.479829,88.8532,15.1624,127.355,-0.479829,14.95,19.627436190843582,21.703317642211914,6.42485,18.010000228881836,,,,,,,819.6,5.464,819.6,5.464,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Juan Soto","NYM",154.655,677.748,547.568,148.009,82.9265,26.4217,0.398691,38.2621,107.429,99.5012,121.104,8.88704,123.083,4.15478,3.8398,1.08132,13.8203,16.6918,6.06773,0.270302,0.178686,0.181606,0.983919,0.403844,0.529641,0.397493,0.933484,0.259338,3.96445,0.281357,,-0.462185,126.544,46.4633,161.182,-0.462185,-2.99,48.68320119380951,-10.34478211402893,6.22953,4.619999885559082,,,,,,,1103.9,7.121935483,1103.9,7.121935483,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Julio Rodríguez","SEA",151.447,658.92,597.576,163.372,103.409,25.765,6.15141,28.0463,95.4446,87.1019,47.6746,3.63811,145.8,9.22702,3.88657,0.555295,10.7891,25.5111,6.59595,0.27339,0.0723527,0.221272,0.326986,0.334576,0.477894,0.347485,0.812471,0.204504,6.69256,0.316464,,1.36675,96.2759,18.4194,130.445,1.36675,0.52,25.010639309883118,2.6663577556610107,5.15204,9.630000114440918,,,,,,,888.4,5.883443708,888.4,5.883443708,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",152.604,659.23,582.654,155.881,93.7392,34.6364,2.69363,24.8122,93.9935,80.0061,64.9281,3.18427,139.911,5.70311,5.41031,0.534136,12.2412,20.4849,5.22814,0.267537,0.0984908,0.212234,0.464068,0.34388,0.463983,0.347382,0.807863,0.196446,5.5784,0.309606,,0.891874,96.2657,18.3726,125.286,0.891874,-1.33,20.538846731185913,5.735000014305115,5.00958,12.180000305175781,,,,,,,881.2,5.759477124,881.2,5.759477124,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Fernando Tatis Jr.","SDP",148.376,645.778,564.821,154.104,93.28,27.5019,4.1292,29.1929,99.2588,85.1342,69.6125,3.07945,128.766,6.2013,4.18884,0.954392,12.446,23.2668,7.03521,0.272837,0.107796,0.199396,0.540614,0.356559,0.491205,0.363458,0.847764,0.218368,5.91796,0.303882,,0.676343,102.731,26.4269,138.304,0.676343,4.32,29.9937544465065,-2.740072250366211,4.9866,14.199999809265137,,,,,,,926.1,6.257432432,926.1,6.257432432,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Vladimir Guerrero Jr.","TOR",152.911,662.465,578.518,173.122,109.581,30.8355,1.1572,31.548,97.5791,97.9683,71.9027,7.00166,87.398,7.13056,4.28786,0.626074,16.5043,5.84855,2.25925,0.29925,0.108538,0.131929,0.822704,0.380991,0.520149,0.383968,0.90114,0.220899,3.45541,0.305208,,-0.954438,116.416,38.141,149.648,-0.954438,-0.37,37.810732662677765,-12.3633052110672,4.93641,18.1200008392334,,,,,,,1029,6.725490196,1029,6.725490196,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Corey Seager","TEX",123.629,528.903,456.002,125.651,73.4166,23.6267,0.669592,27.9377,71.2035,83.3416,59.8588,8.46927,99.532,4.63155,4.26104,0.483704,10.3132,1.75217,0.706262,0.275549,0.113175,0.188186,0.601403,0.362344,0.514098,0.370385,0.876442,0.23855,2.37381,0.293615,,-0.793299,87.1125,24.6186,141.094,-0.793299,-0.09,24.823377668857574,3.9848009645938873,4.80993,96.56999969482422,,,,,,,784.1,6.323387096,784.1,6.323387096,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Ketel Marte","ARI",140.134,612.626,534.295,147.632,85.7175,30.9314,1.81923,29.1642,85.8914,94.9201,66.7671,4.39107,100.676,6.29435,4.24959,0.633544,12.7942,4.84128,1.7935,0.276312,0.108985,0.164336,0.663185,0.360843,0.504767,0.36946,0.86561,0.228455,3.65164,0.289863,,-0.78543,100.442,28.0553,137.693,-0.78543,-0.25,26.582773745059967,-0.1787068322300911,4.78682,32.29999923706055,,,,,,,891.6,6.368571428,891.6,6.368571428,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"William Contreras","MIL",143.818,599.362,523.347,137.681,89.6165,27.1064,0,20.9582,71.5983,80.7975,66.333,2.71268,119.048,4.62814,4.09191,0.961661,14.999,5.33107,2.09606,0.263078,0.110673,0.198624,0.557196,0.348667,0.435012,0.340865,0.783678,0.171934,2.77106,0.301272,,-0.834331,84.3522,13.533,119.843,-0.834331,5.49,13.261672794818878,12.620455741882324,4.68827,54.90999984741211,,,,,,,742.4,5.155555555,742.4,5.155555555,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Yordan Alvarez","HOU",129.395,553.109,470.907,137.458,76.1813,26.9556,1.26212,33.0589,83.3376,91.4273,68.8043,8.91373,91.9688,7.71681,5.15668,0.524024,9.15074,3.4961,1.17738,0.2919,0.124396,0.166276,0.748127,0.387233,0.56511,0.399709,0.952342,0.27321,3.14437,0.297402,,-0.732186,104.268,38.9139,160.464,-0.732186,-0.44,38.68435221910477,-12.221334874629974,4.65523,33.290000915527344,,,,,,,924.3,7.165116279,924.3,7.165116279,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Will Smith","LAD",123.365,496.776,424.448,114.972,68.3699,20.9478,1.6491,24.0056,72.5744,72.6273,56.082,2.2808,93.6487,9.12739,5.78951,0.467624,7.73104,2.94659,1.06158,0.270875,0.112892,0.188513,0.598855,0.363675,0.49767,0.368785,0.861345,0.226795,3.5998,0.291016,,-0.712208,81.1758,22.4779,138.724,-0.712208,-2.55,22.087815821170807,6.38312554359436,4.60394,99.95999908447266,,,,,,,715.8,5.819512195,715.8,5.819512195,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Corbin Carroll","ARI",137.868,601.349,523.135,136.038,74.5739,29.0633,6.93137,25.4695,96.271,77.014,62.8883,2.58654,124.993,7.91101,3.9342,3.48099,7.62674,34.0097,6.6055,0.260044,0.104579,0.207855,0.503134,0.345958,0.488159,0.356933,0.834117,0.228115,7.75319,0.293592,,3.15425,92.4768,21.4228,129.111,3.15425,7.11,23.90256977081299,0.9163417816162109,4.58625,15.199999809265137,,,,,,,855.6,6.2,855.6,6.2,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Ronald Acuña Jr.","ATL",143.728,629.471,534.492,148.748,91.4883,24.7108,3.24185,29.3072,101.848,82.8251,82.1261,3.41513,135.799,8.47275,3.82942,0.550973,12.0281,26.2586,9.01983,0.278298,0.130468,0.215735,0.604762,0.380568,0.501157,0.378991,0.881725,0.222858,5.9338,0.320033,,0.378413,108.075,33.6977,144.735,0.378413,-2.8,33.75310757756233,-10.217264890670776,4.55071,5.730000019073486,,,,,,,956.8,6.644444444,956.8,6.644444444,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Francisco Lindor","NYM",139.946,617.509,543.945,139.507,86.0811,26.9705,1.56472,24.8902,84.8136,76.3671,53.4158,1.05919,115.202,9.47941,4.49921,0.680148,9.23501,21.4957,6.65729,0.256472,0.0865021,0.186559,0.463672,0.331079,0.449084,0.337492,0.780163,0.192613,5.18471,0.28068,,0.596361,85.2152,12.2517,120.079,0.596361,1.02,15.29181170463562,7.019056797027588,4.38466,26.979999542236328,,,,,,,771,5.507142857,771,5.507142857,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"José Ramírez","CLE",150.737,649.396,576.08,155.72,94.4306,30.9906,4.09985,26.1989,91.2343,83.8351,62.17,14.9387,72.1282,4.48317,5.95105,0.711567,6.96536,33.9994,9.50718,0.27031,0.0957352,0.11107,0.861938,0.342806,0.474772,0.343822,0.817579,0.204463,6.27358,0.267769,,1.94172,92.9527,16.2216,122.574,1.94172,0.6,19.21976101398468,1.1995329856872559,4.37595,5.730000019073486,,,,,,,889.3,5.889403973,889.3,5.889403973,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Kyle Tucker","LAD",142.723,619.856,528.294,142.242,82.8072,28.3859,2.44657,28.6022,95.4842,86.3381,80.9542,5.82528,88.5992,3.5439,5.10242,0.823774,8.79362,17.3829,6.35962,0.269248,0.130602,0.142935,0.913713,0.366956,0.494663,0.368043,0.861619,0.225415,5.18934,0.273044,,-0.193833,100.914,27.6733,138.215,-0.193833,0.35,27.8814305216074,-6.257546812295914,4.32236,13.220000267028809,,,,,,,902.9,6.313986013,902.9,6.313986013,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Alejandro Kirk","TOR",122.239,483.834,429.197,115.257,77.5944,19.6426,0,18.02,59.2761,62.375,44.9575,1.62156,59.3026,4.54239,4.57111,0.565874,12.2188,0.298615,0.149898,0.268541,0.0929193,0.122568,0.758103,0.340922,0.440263,0.338468,0.781185,0.171722,1.63459,0.272796,,-0.829993,67.1516,9.98286,118.305,-0.829993,7.31,9.608735799789429,15.860065937042236,4.30957,156.39999389648438,,,,,,,592.2,4.85409836,592.2,4.85409836,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Wyatt Langford","TEX",142.436,612.86,532.617,133.35,78.0685,27.3154,3.05278,24.9132,86.5313,73.9553,69.7035,2.63282,143.75,6.28408,3.70732,0.547813,7.89096,19.658,5.3809,0.250367,0.113735,0.234555,0.484895,0.34188,0.453441,0.343783,0.795321,0.203074,5.7865,0.294936,,0.728375,87.704,15.2898,122.769,0.728375,5.45,17.174753546714783,2.2962236404418945,4.15027,41.470001220703125,,,,,,,794.2,5.592957746,794.2,5.592957746,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Junior Caminero","TBR",149.183,636.744,584.849,156.832,92.8706,27.2682,0.614534,36.079,81.7907,105.028,41.5082,2.20232,123.842,4.64157,5.16355,0.581606,13.2818,4.84422,1.80066,0.268158,0.0651882,0.194493,0.33517,0.319073,0.501952,0.34876,0.821025,0.233794,3.03205,0.280762,,-0.671785,93.6948,18.4586,123.909,-0.671785,-0.39,17.271627366542816,1.3305965662002563,4.14549,16.729999542236328,,,,,,,861.5,5.781879194,861.5,5.781879194,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Mookie Betts","LAD",142.461,621.35,545.231,145.351,92.2526,31.349,1.54177,20.2075,83.4688,77.3197,62.9997,1.26115,71.0884,5.80125,5.96372,0.709553,9.08596,8.36741,3.19517,0.266586,0.101392,0.11441,0.886217,0.345409,0.440925,0.341255,0.786334,0.174339,4.0009,0.272111,,-0.689892,87.6434,14.2261,119.865,-0.689892,-1.65,13.93910539150238,4.945416569709778,4.04717,58.119998931884766,,,,,,,770.1,5.423239436,770.1,5.423239436,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Willy Adames","SFG",151.8,649.348,568.64,133.434,75.1488,27.7959,1.4601,29.0293,84.7889,84.2516,68.7857,1.63512,172.564,3.79678,5.05102,0.497451,7.69667,10.772,3.49607,0.234655,0.10593,0.265749,0.398611,0.318776,0.441823,0.328469,0.760599,0.207168,4.47053,0.280584,,-0.241781,84.852,8.12654,112.991,-0.241781,0.76,9.75592415034771,7.787777662277222,4.0053,129.44000244140625,,,,,,,766.8,5.044736842,766.8,5.044736842,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Trea Turner","PHI",143.424,627.811,572.185,162.18,110.848,29.2771,4.73897,17.3161,85.6699,74.0254,39.6463,0.322563,113.262,5.31399,4.19409,0.776733,11.5132,25.4355,5.56716,0.28344,0.06315,0.180407,0.350041,0.333378,0.441961,0.335392,0.775339,0.158521,6.53909,0.324953,,1.78079,85.5664,11.3857,113.729,1.78079,-0.43,11.996414303779602,6.209999859333038,3.99979,26.100000381469727,,,,,,,773.3,5.407692307,773.3,5.407692307,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Matt Chapman","SFG",145.437,612.822,532.118,127.507,70.823,27.9853,1.6848,27.0134,82.948,77.8815,68.8749,1.05956,151.768,6.63941,4.6584,0.531131,8.79933,8.57087,2.54026,0.239621,0.11239,0.247654,0.453817,0.331576,0.450843,0.338539,0.782419,0.211222,4.38211,0.280711,,-0.285184,85.0894,12.6797,119.889,-0.285184,1.2,14.160440623760223,3.4443979263305664,3.88722,163.75,,,,,,,767.9,5.295862068,767.9,5.295862068,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Adley Rutschman","BAL",137.625,559.338,489.125,122.63,79.5777,24.4082,1.20325,17.4407,66.201,64.1541,60.7823,1.83944,89.3332,3.82489,4.98161,0.624556,10.9006,1.05433,0.373882,0.250713,0.108668,0.159712,0.6804,0.335122,0.412505,0.326354,0.747627,0.161793,2.4923,0.271573,,-0.881963,72.1296,6.03949,110.801,-0.881963,5.56,6.238766670227051,11.492112159729004,3.78376,150.61000061035156,,,,,,,631.8,4.578260869,631.8,4.578260869,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Austin Riley","ATL",145.919,625.979,563.621,145.939,85.2242,28.3676,2.78571,29.5619,82.3816,89.8445,48.4804,0.897485,161.843,8.42691,4.93451,0.516618,9.85806,2.46971,0.852218,0.258932,0.0774473,0.258544,0.299552,0.324315,0.476499,0.343198,0.800813,0.217566,3.57552,0.308571,,-0.787438,89.2838,15.3196,120.216,-0.787438,-0.75,14.210890412330627,1.1265302896499634,3.70002,63.130001068115234,,,,,,,802.9,5.499315068,802.9,5.499315068,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Jackson Merrill","SDP",142.719,606.35,554.036,150.546,92.4272,33.7632,1.85398,22.5012,76.9705,78.8662,41.043,1.95482,120.281,3.16121,5.14298,2.96675,9.61247,9.2372,2.40485,0.271725,0.0676886,0.198369,0.341225,0.322763,0.461198,0.335735,0.783961,0.189473,4.47078,0.307506,,-0.0264796,82.8104,11.1655,119.313,-0.0264796,0.13,13.853050343692303,2.136679768562317,3.69994,70.47000122070312,,,,,,,761.3,5.323776223,761.3,5.323776223,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Zach Neto","LAA",148.078,634.181,567.523,141.099,83.7307,28.8482,2.13786,26.382,85.2635,75.4327,43.4346,2.8287,158.326,16.1195,3.87732,3.22667,8.42546,26.9148,8.14838,0.248622,0.0684893,0.249654,0.274337,0.318015,0.446447,0.329328,0.764462,0.197825,5.86996,0.296662,,1.11881,83.3123,8.37897,110.228,1.11881,-1.66,8.763468742370605,5.195463061332703,3.6614,27.690000534057617,,,,,,,767.4,5.185135135,767.4,5.185135135,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Elly De La Cruz","CIN",148.623,640.148,573.759,146.62,91.1735,30.1883,3.72224,21.5362,91.539,69.5655,57.58,4.96488,176.659,3.29218,3.97434,1.54203,9.18252,40.5578,9.66908,0.255543,0.089948,0.275966,0.325939,0.324915,0.433738,0.326339,0.758653,0.178195,6.88769,0.329569,,3.18092,82.5423,6.90392,104.257,3.18092,0.56,6.411073446273804,7.201781332492828,3.57181,8.529999732971191,,,,,,,798.7,5.360402684,798.7,5.360402684,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Jeremy Peña","HOU",142.635,616.888,562.712,153.322,105.138,28.9472,2.07114,17.1655,79.4095,68.1053,35.8,0.784392,110.633,10.5084,4.10053,2.30224,13.4219,17.2993,4.15397,0.27247,0.0580333,0.17934,0.323593,0.325598,0.422789,0.325102,0.748386,0.150318,5.33807,0.310142,,0.76412,78.9238,6.0337,109.07,0.76412,-0.37,7.358448505401611,6.233471751213074,3.56295,103.27999877929688,,,,,,,711.2,4.973426573,711.2,4.973426573,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Alex Bregman","CHC",148.672,640.958,563.281,141.976,90.7945,27.7571,0.831657,22.5925,76.3951,80.6873,63.4899,1.41577,90.3369,7.85317,5.40788,0.925529,12.0993,2.29643,0.907537,0.252051,0.0990547,0.14094,0.702813,0.333294,0.424607,0.330105,0.757901,0.172556,2.5535,0.261943,,-0.9734,84.607,8.87286,113.51,-0.9734,0.48,9.289815127849579,2.774320811033249,3.41611,119.08000183105469,,,,,,,749.3,5.02885906,749.3,5.02885906,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Shea Langeliers","ATH",128.378,525.915,478.063,122.214,66.7604,25.4562,1.46417,28.5332,71.1676,76.6474,39.0445,1.11536,121.444,4.10654,3.96392,0.736652,7.30243,5.9825,1.76802,0.255644,0.074241,0.230919,0.321502,0.314874,0.494073,0.344283,0.808946,0.238429,4.20021,0.282128,,-0.24577,75.4749,13.334,118.888,-0.24577,-3.75,11.461881071329117,3.5141873359680176,3.38421,55.459999084472656,,,,,,,690.8,5.396875,690.8,5.396875,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Bryce Harper","PHI",140.151,606.697,522.103,142.508,86.0602,28.3259,2.24556,25.8762,84.4729,85.4836,74.6958,7.58791,126.635,4.74322,4.17592,0.978998,11.4426,10.3212,3.8262,0.27295,0.123119,0.208729,0.589849,0.366419,0.484489,0.36365,0.850909,0.21154,4.49454,0.312043,,-0.545138,96.6082,24.9223,133.087,-0.545138,0.39,23.24636799097061,-10.515186667442322,3.36773,46.97999954223633,,,,,,,863.6,6.168571428,863.6,6.168571428,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Dansby Swanson","CHC",153.178,629.347,564.177,138.476,87.6724,27.0784,1.56222,22.1628,78.9564,76.5669,50.8898,0.981158,163.41,3.65273,4.45178,1.11149,10.1575,15.2985,4.35568,0.245447,0.0808613,0.259651,0.311423,0.309736,0.416832,0.315084,0.726568,0.171385,5.00923,0.303645,,0.343598,75.3987,1.03655,103.22,0.343598,2.07,2.74531626701355,9.161573648452759,3.3605,149.11000061035156,,,,,,,687.6,4.494117647,687.6,4.494117647,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Manny Machado","SDP",146.574,628.444,568.131,148.223,92.863,27.2573,0.0179218,28.0851,79.2403,86.3039,51.4782,3.64814,120.925,2.2958,5.6942,0.623768,11.2049,8.25874,3.54565,0.260897,0.0819137,0.19242,0.425703,0.321857,0.457239,0.333436,0.779097,0.196343,3.23822,0.282802,,-0.744223,84.6548,10.3993,117.738,-0.744223,-0.27,12.467997372150421,-0.5650363266468048,3.35702,37.970001220703125,,,,,,,765.3,5.206122448,765.3,5.206122448,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Pete Crow-Armstrong","CHC",146.764,617.259,560.772,136.554,81.9292,26.638,5.95853,22.0282,86.9099,66.6012,36.0958,2.34537,153.668,8.05646,4.97772,7.35725,5.42077,35.3003,6.31178,0.243511,0.0584776,0.248952,0.234895,0.296287,0.43011,0.311283,0.726397,0.186599,7.86984,0.293616,,3.6584,72.0456,-0.888331,100.616,3.6584,5.81,4.10901802778244,8.074876546859741,3.34769,32.11000061035156,,,,,,,707.2,4.810884353,707.2,4.810884353,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Xander Bogaerts","SDP",136.416,569.483,506.868,134.137,92.3526,24.9801,1.78185,15.0227,72.1774,61.5461,44.919,1.41558,101.901,4.92743,5.39047,0.900852,11.5245,16.2237,5.34978,0.264639,0.0788768,0.178935,0.440812,0.327312,0.409868,0.320743,0.737179,0.145229,5.09786,0.3013,,0.124511,70.8432,3.55443,109.043,0.124511,0.12,6.227976769208908,6.435555569827557,3.23414,239.25,,,,,,,634.7,4.666911764,634.7,4.666911764,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Jazz Chisholm Jr.","NYY",139.777,584.323,518.537,121.086,71.2866,20.5333,2.66557,26.6006,84.759,68.0841,55.7253,1.97059,158.05,4.82374,3.99276,1.2444,7.8907,31.1862,8.17881,0.233515,0.0953672,0.270483,0.35258,0.31151,0.437292,0.322976,0.748803,0.203778,6.47589,0.279643,,2.03054,73.7491,4.70682,108.158,2.03054,1.82,7.649169921875,3.7763962745666504,3.22663,20.079999923706055,,,,,,,709.9,5.070714285,709.9,5.070714285,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Byron Buxton","MIN",121.161,522.107,468.328,116.892,60.1987,27.7709,2.03785,26.8845,74.6672,73.9975,41.4166,1.93627,143.937,8.49983,3.33084,0.53179,5.35545,14.4407,3.30217,0.249594,0.0793258,0.275685,0.287741,0.319816,0.489811,0.345104,0.809627,0.240217,5.71678,0.29919,,0.821673,75.2764,13.5854,121.515,0.821673,-0.26,14.061156570911407,-0.6339537799358368,3.21233,71.55000305175781,,,,,,,698.8,5.775206611,698.8,5.775206611,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Geraldo Perdomo","ARI",150.35,647.924,551.406,140.615,100.307,25.4719,3.65903,11.1768,80.8683,55.1461,71.5562,1.23279,88.5735,6.91709,5.45938,12.5855,12.6068,18.1329,5.65928,0.255011,0.110439,0.136704,0.807873,0.344837,0.375287,0.319495,0.720123,0.120275,5.52947,0.283163,,0.136902,79.945,3.38779,103.465,0.136902,-0.26,2.79802343249321,6.700648546218872,3.17734,76.70999908447266,,,,,,,691.7,4.611333333,691.7,4.611333333,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Pete Alonso","BAL",152.65,654.539,573.977,144.055,80.664,26.2873,0,37.1035,87.1888,99.1203,62.4249,4.09054,153.391,12.5301,5.01397,0.59332,11.446,2.60099,1.08864,0.250977,0.0953723,0.23435,0.406965,0.334905,0.490704,0.352495,0.825609,0.239727,2.38968,0.275296,,-0.925957,98.2979,20.9591,128.809,-0.925957,-0.43,21.298396587371826,-12.79140442609787,3.17529,24.479999542236328,,,,,,,883.5,5.774509803,883.5,5.774509803,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Roman Anthony","BOS",140.544,609.569,529.411,140.537,88.2806,30.6001,2.32852,19.3276,80.204,73.095,71.2975,1.41988,147.12,4.67924,3.51012,0.670986,12.8898,9.7737,2.85241,0.265459,0.116964,0.24135,0.484623,0.355583,0.441579,0.347297,0.797162,0.17612,4.604,0.330744,,-0.288372,88.9719,16.9466,119.587,-0.288372,4.08,13.784195333719254,-3.8725929260253906,3.16064,52.970001220703125,,,,,,,779.1,5.525531914,779.1,5.525531914,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Gabriel Moreno","ARI",112.965,440.442,393.562,108.339,75.8801,20.3101,1.68489,10.4636,53.209,52.0044,38.6473,1.85249,75.0808,3.9199,3.64623,0.666673,10.0586,3.97525,1.51021,0.275277,0.0877466,0.170467,0.514743,0.343143,0.415207,0.330301,0.75835,0.139929,3.77083,0.314041,,-0.593129,58.2087,6.16713,110.868,-0.593129,3.31,5.080032289028168,11.142514705657959,3.15902,178.69000244140625,,,,,,,505.2,4.47079646,505.2,4.47079646,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Kyle Schwarber","PHI",150.087,657.065,548.339,126.508,63.3939,21.717,0.654833,40.7427,94.4078,106.802,97.8643,3.82549,183.117,7.12564,3.18834,0.547792,9.51493,5.77309,2.22747,0.230712,0.148942,0.278689,0.534437,0.352616,0.495612,0.363644,0.848227,0.2649,3.13809,0.261746,,-0.84393,104.625,26.988,133.083,-0.84393,0,24.91947066783905,-16.024028778076172,3.14674,23.829999923706055,,,,,,,938.9,6.259333333,938.9,6.259333333,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Patrick Bailey","SFG",126.868,473.99,429.298,91.934,63.0727,18.7502,0.721378,9.38977,44.3372,43.3557,34.8872,0.419273,125.946,3.42513,3.51829,2.8618,7.54249,1.74994,0.701541,0.21415,0.0736033,0.265714,0.277002,0.276456,0.326804,0.267068,0.603261,0.112654,2.88091,0.277478,,-0.60385,38.3081,-17.6974,70.9287,-0.60385,21.91,-16.93541920185089,31.699196815490723,3.12396,746.4600219726562,,,,,,,346.6,2.729133858,346.6,2.729133858,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Rafael Devers","SFG",149.876,649.476,557.6,140.242,81.056,26.6495,0.85604,31.6809,85.1779,92.893,81.0512,9.28164,155.071,6.43076,3.84632,0.547393,11.778,2.04084,0.866407,0.251511,0.124795,0.238763,0.522671,0.350924,0.472824,0.351855,0.823748,0.221313,2.63857,0.289733,,-0.997999,97.2004,20.4598,129.011,-0.997999,0.02,21.333366990089417,-12.582952003926039,3.10607,58.38999938964844,,,,,,,872.8,5.818666666,872.8,5.818666666,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Oneil Cruz","PIT",126.517,532.698,472.04,115.049,64.3393,24.3285,1.87333,24.5081,78.2982,69.7292,53.3804,2.79725,161.262,3.70304,3.12168,0.452976,7.14804,25.1581,5.70885,0.243728,0.100208,0.302726,0.331018,0.323409,0.458963,0.335791,0.782371,0.215235,6.29108,0.312867,,1.91061,72.7759,9.83348,113.73,1.91061,0.25,10.578888535499573,1.9995735883712769,3.10022,95.75,,,,,,,689.7,5.430708661,689.7,5.430708661,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
