Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tyler O'Neill","BAL",89.566,369.913,324.718,76.2622,42.4526,13.8123,0.93943,19.0579,49.1869,50.9874,37.3894,1.38382,104.202,4.87558,2.51626,0.413661,5.31713,3.89277,1.25751,0.234856,0.101076,0.281694,0.358816,0.320778,0.45925,0.335461,0.780028,0.224394,4.05592,0.280448,,-0.286559,50.4372,6.72917,117.075,-0.286559,-0.47,7.157679706811905,-6.3970238864421844,1.38045,558.9299926757812,,,,,,,456.3,5.07,456.3,5.07,,,,,,,,,,,,,,,,,,,"Tyler O'Neill","15711",641933
"Dylan Crews","WSN",136.506,562.897,513.711,121.242,79.6123,22.6623,3.04788,15.9192,66.2104,59.2963,36.7843,0.649628,129.131,7.95894,3.68817,0.754645,8.83905,22.5368,6.47338,0.236011,0.0653482,0.229405,0.28486,0.295272,0.384958,0.296745,0.68023,0.148947,6.18269,0.28286,,1.03973,59.0565,-7.45414,88.8849,1.03973,4.38,-6.375687837600708,1.0342648029327393,1.36959,167.8800048828125,,,,,,,559.7,4.085401459,559.7,4.085401459,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Nick Gonzales","PIT",99.006,408.604,375.14,98.1692,67.315,21.1376,2.27687,7.43975,44.4051,43.3796,23.8133,0.519246,82.4917,5.17015,3.51209,0.968405,7.91121,3.38164,1.00636,0.261687,0.0582798,0.201887,0.288676,0.311927,0.389667,0.305733,0.701594,0.12798,4.13837,0.314246,,-0.368097,45.8506,-2.42911,93.1385,-0.368097,0.4,-3.6909784376621246,3.2520245611667633,1.34596,999,,,,,,,401.8,4.058585858,401.8,4.058585858,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Victor Scott II","STL",131.961,511.361,457.968,101.216,73.6079,15.9072,4.06588,7.63525,61.0009,33.2214,36.9637,0.540999,119.895,7.16893,3.66006,5.60019,7.09886,31.7563,4.91157,0.221012,0.072285,0.234462,0.308301,0.287387,0.323518,0.271622,0.610905,0.102507,7.51079,0.2801,,3.56619,43.2193,-17.202,73.8031,3.56619,6.32,-12.310951709747314,8.356435298919678,1.33606,355.0400085449219,,,,,,,430.8,3.263636363,430.8,3.263636363,,,,,,,,,,,,,,,,,,,"Victor Scott II","31349",687363
"Royce Lewis","MIN",121.41,492.599,451.078,106.207,66.276,22.6665,0.533807,16.7306,56.385,56.7757,34.3839,0.968322,104.018,2.84004,3.69832,0.598481,6.87923,9.60739,3.48862,0.235451,0.069801,0.211162,0.330557,0.291526,0.399338,0.299266,0.690864,0.163887,4.11705,0.267871,,-0.184051,52.6896,-5.51475,89.9392,-0.184051,0.62,-6.025205343961716,2.123515009880066,1.33546,181.25,,,,,,,496.4,4.102479338,496.4,4.102479338,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Sal Stewart","CIN",117.127,472.293,429.812,116.638,74.6796,23.5633,0.511823,17.8828,57.7826,61.9463,34.2199,0.844328,87.1978,4.16483,3.52984,0.56692,9.04598,5.65628,2.0944,0.271369,0.0724548,0.184627,0.39244,0.328628,0.453392,0.33709,0.782019,0.182023,3.47625,0.300842,,-0.467278,65.0213,9.21623,111.622,-0.467278,-0.09,6.038489550352097,-8.725907176733017,1.33271,183.1199951171875,,,,,,,589.5,5.038461538,589.5,5.038461538,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
"Ernie Clement","TOR",139.593,553.592,516.783,131.289,93.419,24.6844,2.84465,10.341,59.9128,53.8701,23.3457,0.880554,60.2875,3.51891,4.78723,5.15705,8.59724,10.587,3.01637,0.254051,0.0421712,0.108902,0.387239,0.288373,0.372856,0.286708,0.661229,0.118806,5.06963,0.268212,,0.0938887,53.5691,-11.8421,82.6499,0.0938887,2.93,-11.226588740944862,5.177874326705933,1.33058,339.6300048828125,,,,,,,493.7,3.526428571,493.7,3.526428571,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Matt Wallner","MIN",117.437,480.562,417.506,91.4392,48.4241,19.8889,0.882909,22.2433,60.7977,62.8537,49.0235,1.06349,151.647,10.8165,2.83343,0.382851,6.13264,4.2567,1.32778,0.219013,0.102013,0.315561,0.323275,0.315048,0.43071,0.324187,0.745757,0.211697,3.74362,0.280772,,-0.400115,61.1253,4.34324,107.106,-0.400115,-1.45,3.6246937215328217,-7.20671534538269,1.32578,389.2699890136719,,,,,,,546.9,4.674358974,546.9,4.674358974,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Willi Castro","COL",127.245,519.276,462.646,119.302,81.1997,22.9176,3.76293,11.422,64.9826,52.7754,39.9971,0.777039,114.075,11.1417,3.59129,1.9,8.8574,15.6566,4.59253,0.257869,0.0770247,0.219681,0.35062,0.329434,0.397738,0.3189,0.727171,0.139868,6.06772,0.316606,,0.382071,63.8205,2.46408,90.3887,0.382071,-0.65,-5.533173650503159,1.2116491794586182,1.32545,259.7799987792969,,,,,,,565.7,4.454330708,565.7,4.454330708,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Andrew Vaughn","MIL",129.074,537.071,488.559,125.258,78.5342,24.873,0.169751,21.6809,58.9976,79.3509,36.1145,0.355439,105.066,6.60439,4.98362,0.809828,10.9092,0.615492,0.249037,0.256382,0.0672434,0.195627,0.343732,0.313237,0.44112,0.325387,0.754357,0.184738,1.66938,0.282383,,-0.777013,68.8364,5.37732,109.24,-0.777013,-0.15,5.104808747768402,-10.109413534402847,1.31614,288.1499938964844,,,,,,,621.2,4.815503875,621.2,4.815503875,,,,,,,,,,,,,,,,,,,"Andrew Vaughn","26197",683734
"Chase Meidroth","CHW",124.493,531.205,470.319,117.481,92.2889,19.1335,1.50467,4.55434,56.3339,39.447,48.8914,0.0243929,79.0487,7.29649,2.99597,1.70218,13.3647,10.4462,3.74398,0.249791,0.0920387,0.14881,0.618497,0.327986,0.325922,0.294845,0.653908,0.076131,4.22046,0.289771,,-0.424022,54.9123,-7.85363,87.3946,-0.424022,0.38,-8.316129863262177,2.733455538749695,1.29942,600.219970703125,,,,,,,474.5,3.826612903,474.5,3.826612903,,,,,,,,,,,,,,,,,,,"Chase Meidroth","31580",805367
"Josh Smith","TEX",124.955,512.825,448.952,105.044,73.5136,20.334,2.34658,8.84954,56.8403,44.0048,46.8834,1.00941,95.82,10.4563,3.54223,2.99137,9.47412,9.31855,2.75703,0.233976,0.0914219,0.186847,0.489287,0.318503,0.348856,0.297445,0.667359,0.11488,4.89247,0.27656,,-0.122527,54.0948,-6.49941,90.8481,-0.122527,-0.85,-5.654162995517254,0.698086142539978,1.29881,519.7100219726562,,,,,,,472.7,3.7816,472.7,3.7816,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Jung Hoo Lee","SFG",136.806,568.573,515.781,138.92,94.7359,32.5932,4.02303,7.56802,66.6324,55.9047,41.9655,1.36097,64.1466,5.07973,4.99006,0.75649,11.8519,8.28334,2.23657,0.269339,0.0738084,0.11282,0.654212,0.32751,0.39215,0.314128,0.719659,0.12281,4.98884,0.292507,,-0.186254,67.6765,0.495233,103.166,-0.186254,-3.21,1.9473835825920105,-8.184675216674805,1.29725,335.1600036621094,,,,,,,606.7,4.428467153,606.7,4.428467153,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Jesús Sánchez","TOR",103.858,415.48,374.342,91.9475,57.6855,17.8907,0.858227,15.5131,53.2866,49.6981,34.8736,0.959975,99.2422,3.13502,2.12572,1.00395,7.75801,8.42962,2.44452,0.245625,0.0839356,0.238862,0.351399,0.313543,0.422325,0.319168,0.735868,0.176701,4.56177,0.292055,,0.0594473,51.1543,2.06212,105.01,0.0594473,0.87,2.5130355581641197,-4.151940226554871,1.2954,543.8800048828125,,,,,,,473.1,4.549038461,473.1,4.549038461,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Hunter Feduccia","TBR",73.92,256.047,228.749,48.3486,33.3141,10.2034,0.527948,4.30317,23.0036,23.8173,24.1236,0.334298,66.0944,1.20528,1.61676,0.352846,4.86519,0.466287,0.158862,0.211362,0.0942155,0.258134,0.364987,0.288147,0.317018,0.270578,0.605165,0.105657,2.37955,0.27534,,-0.356734,21.4236,-8.83031,70.0529,-0.356734,7.49,-9.394216537475586,13.193703174591064,1.29039,999,,,,,,,187.1,2.528378378,187.1,2.528378378,,,,,,,,,,,,,,,,,,,"Hunter Feduccia","23372",676439
"Ryan O'Hearn","PIT",124.86,511.228,453.249,118.794,81.1681,22.7594,1.96735,12.8987,59.1497,57.8738,47.7691,2.57117,96.9197,4.91223,4.32153,0.976259,10.3707,3.8543,1.09037,0.262093,0.09344,0.189582,0.492873,0.336059,0.406363,0.323658,0.742422,0.14427,3.64371,0.304513,,-0.542322,64.8066,4.40103,105.418,-0.542322,0.53,2.740463674068451,-7.375033140182495,1.26603,279.8299865722656,,,,,,,577.5,4.62,577.5,4.62,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Caleb Durbin","BOS",131.822,525.58,472.84,118.093,85.5936,21.0786,2.88903,8.5316,60.4958,47.5177,32.3758,0.992963,56.8513,12.9508,4.03185,3.38195,10.9632,18.6162,5.12065,0.249753,0.0616002,0.108169,0.569483,0.312946,0.360681,0.297257,0.673627,0.110929,5.82145,0.266256,,0.768508,55.3601,-6.74126,85.1171,0.768508,0.66,-8.450797498226166,2.6942901015281677,1.26183,225.9199981689453,,,,,,,507.5,3.844696969,507.5,3.844696969,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Luis García Jr.","WSN",123.306,503.601,468.043,123.81,84.0509,24.2092,1.17734,14.373,56.5124,61.2913,28.1208,1.69435,80.9947,1.88859,4.82986,0.718437,9.64917,13.348,4.61101,0.264528,0.0558395,0.160831,0.347194,0.305876,0.413408,0.309787,0.719285,0.148881,4.54704,0.289896,,0.0395045,58.1679,-1.33641,97.819,0.0395045,0.34,-1.262257106602192,-3.2781337797641754,1.2497,251.72000122070312,,,,,,,534,4.341463414,534,4.341463414,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Denzel Clarke","ATH",97.628,377.79,344.935,76.6009,50.3854,16.7501,1.82258,7.64285,43.4473,31.5494,24.882,0.0698005,128.554,5.05421,1.70519,1.21309,6.0014,11.1163,2.5924,0.222073,0.0658621,0.340279,0.193553,0.282909,0.347673,0.278075,0.630582,0.1256,6.12324,0.327679,,0.631825,33.9095,-10.7293,73.2801,0.631825,8.79,-11.26571524143219,10.296604752540588,1.23121,741.9199829101562,,,,,,,324.6,3.312244897,324.6,3.312244897,,,,,,,,,,,,,,,,,,,"Denzel Clarke","29858",672016
"Ramón Laureano","SDP",127.134,517.849,466.721,113.674,70.2361,20.7079,3.24526,19.4848,67.1352,63.0831,37.1422,0.645064,136.981,9.84714,3.53467,0.604013,9.47934,8.50712,3.0537,0.243559,0.071724,0.26452,0.271148,0.310614,0.42708,0.319573,0.737693,0.183521,5.21647,0.300167,,-0.318745,63.9284,2.74052,108.242,-0.318745,-4.13,4.739693582057953,-10.015833377838135,1.22292,222.8699951171875,,,,,,,577.7,4.548818897,577.7,4.548818897,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"JJ Wetherholt","STL",117.847,486.019,435.6,104.273,72.8999,21.3944,1.55314,8.42595,50.7982,45.1838,39.9942,1.1802,90.6598,6.05051,3.14292,1.231,9.65973,7.80513,1.46677,0.239379,0.0822893,0.186535,0.441146,0.31007,0.353654,0.293521,0.663724,0.114276,4.52299,0.282188,,0.182914,49.7186,-7.70827,88.8043,0.182914,0,-6.266181290149689,2.045954704284668,1.22261,999,,,,,,,444.3,3.765254237,444.3,3.765254237,,,,,,,,,,,,,,,,,,,"JJ Wetherholt","sa3025154",802139
"Dylan Beavers","BAL",100.426,400.708,353.836,84.5949,53.7843,18.364,1.49935,10.9472,49.2366,40.6911,40.1854,1.11114,95.1455,2.35275,3.15338,1.18028,5.02947,10.5519,2.44987,0.239079,0.100286,0.237444,0.422357,0.318208,0.392269,0.310851,0.710478,0.15319,5.35715,0.293538,,0.478563,46.6296,-0.717143,100.122,0.478563,2.04,0.5360182486474514,-2.391838550567627,1.22119,405.1499938964844,,,,,,,424.6,4.246,424.6,4.246,,,,,,,,,,,,,,,,,,,"Dylan Beavers","31695",687637
"Christian Walker","HOU",135.135,567.937,508.766,116.606,67.9079,21.5351,0.131333,27.0316,67.7858,76.88,46.6156,1.13904,144.714,7.39186,4.54605,0.617078,8.73706,3.76076,1.37351,0.229193,0.0820789,0.254806,0.322123,0.300736,0.431433,0.316066,0.732168,0.202239,2.80774,0.262245,,-0.607652,68.4944,1.38823,102.845,-0.607652,1.49,1.2967180609703064,-8.986151456832886,1.21323,206.8000030517578,,,,,,,630.6,4.671111111,630.6,4.671111111,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Luis Arraez","SFG",139.297,608.012,560.765,165.547,136.687,25.4059,3.4475,0.00643458,64.9703,52.224,32.9932,2.64255,21.188,4.01145,5.26479,4.97756,14.5955,8.08366,2.97194,0.295216,0.0542641,0.0348481,1.55716,0.335887,0.352852,0.302768,0.688739,0.0576359,4.39628,0.303836,,-0.729541,66.7632,-5.07806,95.3845,-0.729541,-3.26,-4.055552303791046,-4.346899151802063,1.20997,284.6000061035156,,,,,,,576,4.143884892,576,4.143884892,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Justin Crawford","PHI",101.86,408.25,375.824,99.9754,75.2248,17.7458,1.85521,5.14958,49.9406,34.0387,25.3303,0.747261,84.4267,2.0621,1.64902,3.38419,8.71009,21.4427,3.12156,0.266016,0.062046,0.206801,0.300027,0.314593,0.364214,0.298216,0.678806,0.0981974,6.47382,0.329374,,2.3377,43.3193,-4.91856,88.2622,2.3377,0,-3.3417487144470215,1.4794479608535767,1.19913,999,,,,,,,407.1,3.99117647,407.1,3.99117647,,,,,,,,,,,,,,,,,,,"Justin Crawford","sa3020240",702222
"Pedro Pagés","STL",89.663,332.555,305.562,66.3723,45.8194,12.0767,0.299896,8.17624,29.4237,33.9317,20.1169,0.65778,88.5287,3.15389,2.24924,1.47343,6.06326,0.617587,0.295685,0.217214,0.0604918,0.266208,0.227235,0.270758,0.338974,0.267588,0.609732,0.12176,2.11984,0.275672,,-0.449339,27.0178,-12.2762,71.0397,-0.449339,5.54,-11.863937824964523,12.458441257476807,1.19283,999,,,,,,,244.5,2.716666666,244.5,2.716666666,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Jose Trevino","CIN",69.908,253.437,233.519,54.11,38.9487,8.97841,0.0135697,6.16928,22.7275,26.5925,14.21,0.189508,39.97,1.62859,1.96992,1.35934,5.9515,0.318361,0.196017,0.231716,0.0560693,0.157712,0.355518,0.278317,0.349537,0.275032,0.627854,0.117821,1.67534,0.253186,,-0.377037,22.1217,-7.82387,69.1109,-0.377037,7.45,-9.655372858047485,12.844135284423828,1.18894,999,,,,,,,198.9,2.841428571,198.9,2.841428571,,,,,,,,,,,,,,,,,,,"Jose Trevino","16725",624431
"Sal Frelick","MIL",131.561,548.517,493.985,123.696,92.1018,20.8799,4.64248,6.07147,59.9851,46.7698,42.7144,0.738117,74.5489,5.42456,3.39809,2.28532,10.6391,16.573,3.67286,0.250404,0.0778725,0.13591,0.572972,0.314991,0.34834,0.293843,0.663331,0.0979367,5.98515,0.282233,,0.889557,56.2557,-8.55581,87.6319,0.889557,5.53,-7.151005983352661,0.3291912078857422,1.16917,216.9600067138672,,,,,,,511.3,3.873484848,511.3,3.873484848,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Parker Meadows","DET",117.829,472.771,423.803,93.0432,60.0053,15.9608,5.75888,11.3182,56.8805,41.1339,41.6114,0.878858,121.143,3.07895,3.10151,1.17653,4.99317,13.4906,3.02155,0.219544,0.088016,0.256241,0.34349,0.292059,0.3645,0.28787,0.65656,0.144957,6.97225,0.277558,,0.775385,46.1945,-9.66704,82.5962,0.775385,2.17,-8.922313809394836,3.9883488416671753,1.16002,999,,,,,,,432.1,3.661864406,432.1,3.661864406,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Cam Smith","HOU",112.87,446.851,400.231,96.8366,65.9074,19.6433,1.28753,9.99838,51.0087,43.5234,37.7126,1.21342,117.585,5.7254,2.52956,0.652136,8.13527,6.55007,1.72617,0.241952,0.0843964,0.263142,0.320726,0.314377,0.37241,0.302333,0.686787,0.130458,4.44823,0.315572,,-0.110734,48.9089,-3.88996,93.3851,-0.110734,3.93,-3.594599924981594,-0.7148559093475342,1.13264,405,,,,,,,440.6,3.899115044,440.6,3.899115044,,,,,,,,,,,,,,,,,,,"Cam Smith","35108",701358
"Carter Jensen","KCR",102.099,383.224,341.931,81.2409,50.2338,16.9845,2.93294,11.0896,45.4096,43.8762,36.1407,1.31219,100.509,2.07524,2.51041,0.566978,5.53368,4.68554,1.3014,0.237595,0.0943071,0.262273,0.359576,0.312177,0.401719,0.310515,0.713896,0.164124,4.9896,0.301282,,-0.171091,44.4906,-0.790254,95.4294,-0.171091,-2.27,-2.235504910349846,0.028828859329223633,1.12373,999,,,,,,,402.1,3.942156862,402.1,3.942156862,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Jordan Lawlar","ARI",83.335,309.102,280.381,67.3514,44.9449,13.9838,1.98376,6.43896,37.3276,30.0978,22.2893,0.742386,85.2401,3.58394,1.94412,0.90407,4.34191,11.4069,2.60165,0.240214,0.0721098,0.275767,0.261488,0.302483,0.373135,0.295705,0.675618,0.13292,6.50211,0.319506,,0.75335,32.1686,-4.35413,87.1685,0.75335,3.42,-3.9474533796310425,4.441262245178223,1.10269,290.57000732421875,,,,,,,294.1,3.543373493,294.1,3.543373493,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Josh Bell","MIN",130.898,543.444,480.08,118.638,77.1182,20.6179,0.198,20.7043,64.2882,67.5644,54.2949,1.31349,104.257,4.05134,4.25051,0.609776,13.103,1.56043,0.622455,0.247122,0.0999089,0.191844,0.520781,0.326133,0.420275,0.324959,0.746408,0.173152,2.13416,0.272517,,-0.82844,69.4642,5.25215,107.638,-0.82844,-0.92,4.063610374927521,-12.005535066127777,1.10114,639.47998046875,,,,,,,619.7,4.730534351,619.7,4.730534351,,,,,,,,,,,,,,,,,,,"Josh Bell","13145",605137
"Jake Burger","TEX",129.412,528.933,488.623,117.676,67.861,22.8949,0.819974,26.1005,62.9302,75.319,29.066,0.698456,133.13,7.45514,3.23975,0.54927,9.29264,2.0073,0.68048,0.240833,0.0549521,0.251696,0.218327,0.291828,0.451294,0.31841,0.743122,0.210461,3.0034,0.275307,,-0.561694,64.7971,2.29955,105.29,-0.561694,-0.47,2.7360247373580933,-10.549475401639938,1.06319,241.8699951171875,,,,,,,597.6,4.632558139,597.6,4.632558139,,,,,,,,,,,,,,,,,,,"Jake Burger","22275",669394
"Brandon Marsh","PHI",119.811,467.961,414.877,102.408,69.0922,19.4014,2.82234,11.0924,56.3933,47.0827,45.4362,1.21558,130.717,2.88386,2.82565,1.93806,7.02552,9.93436,2.59443,0.24684,0.097094,0.279333,0.347592,0.323436,0.38742,0.311934,0.710856,0.14058,5.28834,0.330983,,0.157316,54.8672,-0.426046,97.6593,0.157316,-0.19,-1.1409085839986801,-4.070159614086151,1.05976,657.510009765625,,,,,,,486.4,4.053333333,486.4,4.053333333,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Addison Barger","TOR",114.625,469.428,426.38,101.161,59.9181,22.7724,1.31025,17.1606,55.9058,57.5188,35.5531,1.89667,115.644,4.17091,2.89525,0.428569,7.534,4.3076,1.14828,0.237256,0.0757371,0.246351,0.307435,0.300396,0.417553,0.309795,0.717948,0.180296,4.04782,0.283336,,-0.254003,54.2239,-1.24264,98.5534,-0.254003,-2.07,-1.0543489158153534,-4.795068740844727,1.05459,198.8800048828125,,,,,,,496.6,4.318260869,496.6,4.318260869,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Freddy Fermin","SDP",117.85,434.393,398.488,91.3121,67.3868,12.9651,2.18593,8.77431,42.5958,39.3888,26.098,0.76587,88.7554,2.95229,3.18048,3.67421,8.93716,2.58203,0.951888,0.229147,0.0600793,0.20432,0.294044,0.279446,0.33871,0.271386,0.618156,0.109564,3.77855,0.271382,,-0.504999,36.6309,-14.696,75.2322,-0.504999,0,-13.25660616159439,9.093363761901855,1.05271,713.3599853515625,,,,,,,335.2,2.840677966,335.2,2.840677966,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Jorge Polanco","NYM",123.095,506.498,450.331,108.942,66.8382,21.6464,0.753294,19.7044,60.4619,63.1041,45.7934,1.36244,104.318,3.64645,3.90196,1.3715,7.50862,5.52982,1.85152,0.241916,0.0904118,0.20596,0.438978,0.314455,0.424596,0.32007,0.73905,0.18268,3.70888,0.270246,,-0.410902,62.7315,2.88487,108.145,-0.410902,-1.34,4.478392392396927,-11.134115099906921,1.04314,213.49000549316406,,,,,,,573.7,4.664227642,573.7,4.664227642,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Marcelo Mayer","BOS",106.415,415.581,379.788,92.9952,60.3805,21.4129,1.29072,9.91106,44.9444,46.0333,30.4605,1.96073,98.5842,1.97027,2.79673,0.565635,7.01387,6.76111,1.79503,0.244861,0.0732962,0.23722,0.308979,0.30222,0.386328,0.298884,0.688548,0.141467,4.44648,0.303128,,0.0173616,44.3227,-4.78139,86.238,0.0173616,1.12,-6.723436836153269,2.3853068351745605,1.01959,614.7999877929688,,,,,,,405.1,3.821698113,405.1,3.821698113,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Kyle Manzardo","CLE",126.431,518.237,458.356,106.633,60.7575,21.6811,0.726759,23.4677,59.1256,72.3927,48.6549,2.02815,121.927,5.70072,5.11371,0.411771,6.64134,1.33221,0.506914,0.232642,0.0938854,0.235273,0.399049,0.310894,0.436715,0.321987,0.747608,0.204072,2.51651,0.261465,,-0.687697,64.9917,3.75802,107.533,-0.687697,-0.15,3.9134169220924377,-11.993975073099136,0.998193,245.0800018310547,,,,,,,591,4.69047619,591,4.69047619,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"José Caballero","NYY",94.719,359.169,317.215,68.3831,46.6886,12.5883,1.15223,7.95396,49.2766,24.778,30.9253,0.345499,93.7718,6.49721,2.19025,2.34171,3.81541,33.1108,7.84354,0.215574,0.0861023,0.26108,0.329793,0.296518,0.337745,0.28284,0.634263,0.122172,7.31817,0.277607,,2.8571,33.6276,-8.81099,80.5101,2.8571,0,-5.393416404724121,2.7241015434265137,0.991684,204.69000244140625,,,,,,,333.7,3.512631578,333.7,3.512631578,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Henry Davis","PIT",75.983,281.579,251.994,54.867,35.0743,10.5448,0.778514,8.46949,30.5882,29.9227,20.8699,0.836884,73.9861,5.5732,1.66381,1.47784,4.35129,3.92103,1.25059,0.217731,0.0741174,0.262754,0.282079,0.290288,0.366585,0.288323,0.656873,0.148854,4.41669,0.27101,,-0.128524,27.6165,-5.65419,81.212,-0.128524,0.81,-6.398634850978851,6.672885954380035,0.986544,746.2100219726562,,,,,,,254.6,3.35,254.6,3.35,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"Davis Schneider","TOR",86.372,327.041,284.069,60.2762,33.6659,12.5626,0.646344,13.4014,39.799,40.1463,36.694,0.0142197,95.1,3.59277,2.38442,0.300702,3.25205,3.46911,1.15466,0.212189,0.1122,0.290789,0.385846,0.307777,0.402492,0.311335,0.710269,0.190304,3.78893,0.263413,,-0.267147,38.1856,-0.456797,99.6143,-0.267147,0.55,-0.41580575704574585,-1.362423598766327,0.969717,999,,,,,,,343.5,3.994186046,343.5,3.994186046,,,,,,,,,,,,,,,,,,,"Davis Schneider","23565",676914
"Harry Ford","WSN",97.974,288.138,255.058,58.3007,39.407,12.0632,0.673425,6.15701,29.7314,28.5264,26.8699,0.474298,66.6271,3.91114,1.7977,0.501005,4.98072,6.27709,1.07862,0.228578,0.0932536,0.231233,0.403288,0.309702,0.353573,0.29448,0.663275,0.124995,4.53015,0.283279,,0.353477,29.7003,-4.3454,87.3337,0.353477,2.6,-3.9720967411994934,3.785037398338318,0.961672,688,,,,,,,268.3,2.737755102,268.3,2.737755102,,,,,,,,,,,,,,,,,,,"Harry Ford","29958",695670
"Connor Norby","MIA",115.856,451.388,412.996,100.567,64.9443,20.9418,2.89335,11.7871,49.8588,50.0114,30.5467,0.568767,124,4.10993,3.29197,0.443286,6.31933,8.14439,2.28359,0.243505,0.0676729,0.274708,0.246344,0.299866,0.393845,0.301575,0.693711,0.15034,5.11307,0.316503,,0.0399306,49.1276,-4.20737,90.8325,0.0399306,-2.39,-4.864569887518883,-0.8504185676574707,0.951793,723.0599975585938,,,,,,,458,3.948275862,458,3.948275862,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Romy Gonzalez","BOS",70.812,273.702,252.306,67.0891,44.6439,12.1994,1.22996,9.01577,34.9636,33.2297,16.4524,0.473743,68.3013,2.20336,1.99074,0.749829,5.67498,8.30909,2.51432,0.265904,0.0601106,0.249546,0.24088,0.314139,0.431206,0.321584,0.745344,0.165302,5.50648,0.328136,,0.217404,34.2353,1.89531,101.875,0.217404,-0.44,0.8222440481185913,-1.039265215396881,0.941619,746.5800170898438,,,,,,,309.1,4.353521126,309.1,4.353521126,,,,,,,,,,,,,,,,,,,"Romy Gonzalez","21562",663853
"Cole Young","SEA",96.073,369.334,328.737,77.7011,52.9621,16.2008,1.02595,7.51224,39.6917,36.2223,32.3224,0.731909,63.3668,4.2499,2.56747,1.45771,6.87654,5.90258,1.70309,0.236363,0.0875153,0.17157,0.510084,0.31063,0.360442,0.296508,0.671072,0.124079,4.40549,0.269517,,-0.103175,38.6778,-4.96185,95.3286,-0.103175,-3.16,-2.1366498321294785,-1.5714915990829468,0.921195,999,,,,,,,348.9,3.634375,348.9,3.634375,,,,,,,,,,,,,,,,,,,"Cole Young","31680",702284
"Yoán Moncada","LAA",90.654,364.227,322.685,75.3915,47.2815,15.778,0.638039,11.694,39.1666,40.8707,34.47,0.856188,95.5016,4.09646,2.54196,0.433201,6.32155,0.877971,0.29288,0.233638,0.0946389,0.262203,0.360937,0.313249,0.395207,0.310006,0.708456,0.161569,2.54138,0.292148,,-0.505433,42.1346,-0.901604,96.9173,-0.505433,-2.11,-1.8287684917449951,-1.744112491607666,0.91705,746.530029296875,,,,,,,377.8,4.151648351,377.8,4.151648351,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Jordan Walker","STL",124.983,500.393,456.616,108.313,66.4082,23.2301,1.12389,17.5506,58.0621,59.855,35.2575,0.971668,138.341,5.21328,2.83981,0.466444,8.65988,7.86626,2.39358,0.237208,0.0704597,0.276465,0.25486,0.297611,0.408314,0.306026,0.705925,0.171106,4.23913,0.298989,,-0.106125,56.2697,-2.85562,97.371,-0.106125,0.06,-1.6653274893760681,-6.026834432035685,0.916314,364.6199951171875,,,,,,,519,4.152,519,4.152,,,,,,,,,,,,,,,,,,,"Jordan Walker","27475",691023
