Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Daison Acosta","SDP",0.429063,0.303355,0,3.98379,9.8,0,0,0,,10.1888,44.1819,8.30452,4.84,4.51,1.13874,5.37139,0.800147,0.601307,11.3038,9.98489,4.74467,2.10445,1.00587,0.255846,0.121574,0.13427215069532394,0.217343,1.34225,0.278102,0.731348,,,4.1278,0.0608312,0.0230332,999,,,,,,,44.900000000000006,4.49,41,4.1,,,,,,,,,,,,,,,,,,,"Daison Acosta","sa944989",670897
"James Karinchak","ATL",0.374545,0.279816,0,4.53347,9.785,0,0,0.6492,,10.1644,44.4816,8.17476,5.47,5.12,1.29379,5.83325,0.20315,0.541452,12.9679,11.4823,5.16502,2.22309,1.14558,0.291533,0.131139,0.16039450466632843,0.214522,1.37814,0.288568,0.700026,,,4.11972,0.060568,0.0230332,999,,,,,,,49.900000000000006,4.99,46,4.6,,,,,,,,,,,,,,,,,,,"James Karinchak","20151",675916
"Joey Gerber","NYM",0.682788,0.454736,0,4.38296,13.188,0,0,0.7173,,14.5176,62.1226,12.8317,7.55,7.07,2.16064,5.60257,0.48951,0.698555,14.1473,8.77046,3.47324,2.52515,1.33946,0.227733,0.0901857,0.1375470981001854,0.229871,1.26979,0.270062,0.706342,,,4.42302,0.0579217,-0.0164713,999,,,,,,,63.60000000000001,4.24,60,4,,,,,,,,,,,,,,,,,,,"Joey Gerber","24591",680702
"Seth Johnson","PHI",0.705759,0.598685,0,4.38415,17.197,0.358,0,0.6364,,20.2411,87.2916,18.2318,10.59,9.86,2.76944,8.99475,0.68735,0.512379,19.8017,8.80464,3.99943,2.20148,1.2314,0.226846,0.103043,0.12380324304103851,0.234389,1.34511,0.280048,0.712507,,,4.36633,0.0574858,-0.0558177,999,,,,,,,78.3,3.915,75,3.75,,,,,,,,,,,,,,,,,,,"Seth Johnson","26020",686751
"Rafael Montero","NYY",1.67985,0.971142,0,4.32988,32.136,0,0,0.691,,32.7376,140.526,29.1697,16.82,15.75,4.02207,14.8509,0.58806,0.924066,29.5056,8.11149,4.08272,1.98678,1.10572,0.209966,0.105681,0.10428447276353836,0.233823,1.34465,0.275671,0.708539,,,4.37532,0.0572811,0.0249009,999,,,,,,,135.60000000000005,4.10909090909091,129,3.909090909090909,,,,,,,,,,,,,,,,,,,"Rafael Montero","12760",606160
"Scott Barlow","ATH",2.29006,2.04742,0,4.67427,53.524,0.247,4,8.9114,,55.0674,241.428,49.2737,30.53,28.6,7.4195,26.7868,1.35109,4.45147,55.9743,9.14822,4.37793,2.08962,1.21261,0.231847,0.110951,0.12089531868696213,0.234425,1.38123,0.285119,0.693289,,,4.55557,0.0560455,-0.229734,999,,,,,,,268.5,4.881818181818182,259,4.709090909090909,,,,,,,,,,,,,,,,,,,"Scott Barlow","14993",605130
"Garrett Acton","MIA",0.672171,0.570711,0,4.43907,17.082,0,0,0.6387,,17.2739,74.4739,15.7168,9.16,8.52,2.4659,7.0646,0.723305,0.716753,16.5148,8.60451,3.68078,2.33768,1.28478,0.221753,0.0948602,0.126893050968647,0.235661,1.31883,0.277728,0.704708,,,4.43022,0.0533855,-0.0118979,999,,,,,,,73.60000000000002,4.329411764705884,73,4.294117647058823,,,,,,,,,,,,,,,,,,,"Garrett Acton","27583",670183
"Paul Gervase","LAD",1.10216,0.54309,0,4.48893,20.928,0,0,0.7772,,22.8562,99.3547,20.2224,12.19,11.4,3.22323,11.0406,0.745538,0.96457,24.2311,9.5414,4.34743,2.19472,1.2692,0.243885,0.111123,0.13276170939207077,0.231511,1.36781,0.283816,0.712997,,,4.42386,0.0523189,0.00189882,999,,,,,,,97.30000000000001,4.230434782608696,92,4,,,,,,,,,,,,,,,,,,,"Paul Gervase","31571",801434
"Wilber Dotel","PIT",0.460025,0.384473,0,4.36146,9.531,0.168,0,0,,10.524,45.7036,9.46739,5.45,5.1,1.26401,4.79872,0.3107,0.60153,10.1624,8.69076,4.10381,2.11773,1.08097,0.222355,0.104997,0.11735789477825165,0.234904,1.35558,0.284081,0.705487,,,4.30466,0.0506248,0.0767047,999,,,,,,,47.70000000000001,4.336363636363637,44,4,,,,,,,,,,,,,,,,,,,"Wilber Dotel","sa3015163",696062
"Jackson Wolf","SDP",0.129361,0.0935324,0,4.21566,3.013,0,0,0.6586,,9.4149,40.3404,8.47513,4.73,4.41,1.17336,3.72183,0.306618,0.383425,9.36364,8.951,3.55782,2.51587,1.12166,0.232116,0.0922608,0.13985507190227509,0.233893,1.2955,0.284136,0.707484,,,4.07431,0.0468884,-0.0298206,999,,,,,,,43.500000000000014,4.833333333333335,42,4.666666666666667,,,,,,,,,,,,,,,,,,,"Jackson Wolf","29832",680232
"Colin Selby","BAL",1.89142,1.43776,0,4.58095,41.79,0,0,0.6611,,44.6567,195.677,42.6554,24.25,22.73,5.47782,20.616,1.3752,2.29302,39.9481,8.05105,4.1549,1.93772,1.10399,0.204154,0.105357,0.09879621863365173,0.246895,1.41684,0.291951,0.701793,,,4.47967,0.0467973,-0.0494427,999,,,,,,,174.7,3.882222222222222,175,3.888888888888889,,,,,,,,,,,,,,,,,,,"Colin Selby","24986",681882
"Carson Spiers","CIN",0.167795,0.274062,0.0365102,4.95109,1.617,0.58,0,0,,5.8169,25.5266,5.93355,3.41,3.2,0.871772,2.22028,0.116121,0.333976,4.81578,7.45106,3.43525,2.169,1.34882,0.188658,0.086979,0.10167847573757172,0.258291,1.40175,0.292846,0.684205,,,4.74497,0.0463356,0.0638202,999,,,,,,,20.500000000000007,3.416666666666668,21,3.5,,,,,,,,,,,,,,,,,,,"Carson Spiers","27685",686730
"Konnor Pilkington","DET",1.01856,0.920839,0,4.34468,26.085,0.178,0,0.6028,,27.2195,119.314,23.626,14.05,13.14,3.28544,14.3845,0.764934,1.56533,28.1603,9.31107,4.75618,1.95768,1.08632,0.236019,0.120561,0.11545863002538681,0.228572,1.39645,0.28283,0.717147,,,4.39305,0.0449692,0.0110949,999,,,,,,,112.5,4.166666666666667,108,4,,,,,,,,,,,,,,,,,,,"Konnor Pilkington","21453",663455
"Grant Holman","ARI",0.641803,0.600178,0,4.63576,18.335,0.134,0,0.6568,,18.5989,81.1622,18.4733,10.25,9.58,2.24928,7.47801,0.676177,0.75822,15.2125,7.36133,3.61861,2.0343,1.08842,0.187434,0.0921366,0.0952969491481781,0.253316,1.39531,0.292513,0.688584,,,4.39996,0.0412488,-0.00729842,999,,,,,,,79.2,4.1684210526315795,79,4.157894736842105,,,,,,,,,,,,,,,,,,,"Grant Holman","30002",680880
"Luis Mey","CIN",1.11738,0.918545,0,4.38005,30.122,0,0,0.6509,,30.3284,135.493,27.9471,15.73,14.76,2.61433,18.431,1.05365,1.73112,28.1369,8.34967,5.46943,1.52661,0.775806,0.207663,0.136029,0.07163384556770325,0.24232,1.5292,0.299513,0.717451,,,4.39464,0.0411106,-0.0329785,999,,,,,,,112.3,3.743333333333333,111,3.7,,,,,,,,,,,,,,,,,,,"Luis Mey","25620",682825
"AJ Smith-Shawver","ATL",0.28828,0.341154,0,4.45711,6.837,0.431,0,0.6492,,8.5818,36.8657,7.39736,4.55,4.25,1.22345,3.80564,0.234434,0.388427,9.34008,9.79523,3.9911,2.45427,1.28307,0.253354,0.10323,0.15012433379888535,0.226416,1.30544,0.279261,0.701041,,,4.27789,0.0404761,-0.0301647,999,,,,,,,46.10000000000001,5.122222222222224,42,4.666666666666667,,,,,,,,,,,,,,,,,,,"AJ Smith-Shawver","29960",700363
"Joe Elbis",,0.306685,0.471018,0.0709001,4.71785,3.004,1.038,0,0,,5.1888,22.4196,5.25771,2.91,2.72,0.700178,1.71953,0.0646844,0.235933,3.75136,6.50675,2.98254,2.18162,1.21446,0.167325,0.0766977,0.09062722325325012,0.256923,1.34467,0.284622,0.678214,,,4.574,0.0397358,-0.0033016,999,,,,,,,13.7,2.7399999999999998,14,2.8,,,,,,,,,,,,,,,,,,,"Joe Elbis","sa3015216",692544
"Héctor Neris","KCR",0.591106,0.462133,0,4.39754,14.241,0,0,0.666,,14.3876,61.881,12.5948,7.53,7.03,1.93234,6.28001,0.243802,0.751045,14.1862,8.87405,3.92839,2.25895,1.20875,0.229251,0.101485,0.12776532769203186,0.229624,1.31188,0.275294,0.701617,,,4.37517,0.0384448,-0.0695348,999,,,,,,,56.20000000000003,4.014285714285717,55,3.9285714285714284,,,,,,,,,,,,,,,,,,,"Hector Neris","11804",593576
"Joey Lucchesi","SFG",1.94849,2.2489,0,4.3993,35.153,0.181,0,0.6515,,38.3379,166.056,36.019,20.11,18.74,4.64628,16.589,1.19636,1.76903,32.6347,7.66114,3.89435,1.96724,1.09074,0.196528,0.0999005,0.09662804007530212,0.24387,1.37222,0.284131,0.704897,,,4.44472,0.0375771,-0.0145915,999,,,,,,,139.1,3.6605263157894736,138,3.6315789473684212,,,,,,,,,,,,,,,,,,,"Joey Lucchesi","19320",664192
"Nick Burdi","NYM",0.380472,0.264067,0,4.42185,7.609,0,0,0.7173,,7.8768,34.5431,7.29268,4.14,3.87,0.853937,3.79368,0.17003,0.478294,7.73731,8.84062,4.33464,2.03953,0.975705,0.22399,0.109824,0.11416558176279068,0.240912,1.40747,0.296991,0.702302,,,4.20695,0.0350721,0.0184266,999,,,,,,,36.7,4.5875,35,4.375,,,,,,,,,,,,,,,,,,,"Nick Burdi","16074",595897
"Cole Irvin","LAD",0.517485,0.602354,0.277658,5.48018,2.335,1.637,0,0,,9.0654,39.8901,10.3438,5.89,5.52,1.64267,2.58891,0.0946123,0.422289,5.79129,5.74951,2.57023,2.23696,1.63082,0.145181,0.0649011,0.0802801325917244,0.280479,1.4266,0.295504,0.662345,,,5.20959,0.0345552,-0.0345589,999,,,,,,,19.000000000000007,2.111111111111112,22,2.4444444444444446,,,,,,,,,,,,,,,,,,,"Cole Irvin","19244",608344
"Jose Espada","BAL",0.52683,0.372755,0,4.34681,11.041,0,0,0.6611,,12.8163,54.6142,10.4955,6.61,6.19,2.11643,5.67787,0.325765,0.569069,13.7404,9.64895,3.98717,2.42,1.48622,0.251591,0.103963,0.1476273536682129,0.216996,1.26194,0.257736,0.72393,,,4.59995,0.0342303,-0.021051,999,,,,,,,56.599999999999994,4.3538461538461535,50,3.8461538461538463,,,,,,,,,,,,,,,,,,,"Jose Espada","21131",664744
"Bryan Hoeing","SDP",0.724902,0.613347,0,4.38381,16.905,0.208,0,0,,19.5036,84.2183,19.5953,10.22,9.5,2.14037,7.12258,0.539284,0.734834,14.1862,6.54626,3.28674,1.99172,0.987679,0.168445,0.0845728,0.08387243002653122,0.256614,1.36989,0.290749,0.695486,,,4.31567,0.0339709,0.0460665,999,,,,,,,75.4,3.7700000000000005,78,3.9,,,,,,,,,,,,,,,,,,,"Bryan Hoeing","26304",663773
"Jake Miller","CLE",0.353186,0.333737,0,4.34818,9.412,0,0,0,,9.811,42.0246,9.09356,5.08,4.74,1.27227,3.68076,0.22979,0.489129,8.42879,7.73205,3.3765,2.28996,1.1671,0.200568,0.0875857,0.11298202723264694,0.240222,1.30204,0.277807,0.69992,,,4.37778,0.0326625,0.0230332,999,,,,,,,42.300000000000004,4.23,41,4.1,,,,,,,,,,,,,,,,,,,"Jake Miller","sa3018171",681313
"Jake Bloss","TOR",0.490342,0.369753,0,4.35516,10.134,0.252,0,0.6524,,11.4485,48.852,9.99868,5.93,5.54,1.65779,4.62362,0.282241,0.572889,11.094,8.72135,3.63476,2.39943,1.30324,0.227095,0.0946456,0.13244956731796265,0.229036,1.27722,0.2699,0.706611,,,4.44122,0.0324892,-0.0256389,999,,,,,,,38.80000000000001,3.5272727272727282,37,3.3636363636363638,,,,,,,,,,,,,,,,,,,"Jake Bloss","33168",814005
"Marco Gonzales","SDP",0.379246,0.553009,0.439348,5.17021,1.451,1.451,0,0,,7.0326,30.7107,7.43977,4.33,4.04,1.22488,2.44293,0.0228528,0.252687,4.57272,5.85196,3.12635,1.87182,1.56755,0.148897,0.0795466,0.06935017555952072,0.265563,1.40527,0.27973,0.679823,,,5.24885,0.0319084,0.036766,999,,,,,,,25.3,3.6142857142857143,26,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Marco Gonzales","15467",594835
"Trevor Stephan","CLE",0.451333,0.487424,0,4.94854,12.807,0,0,0.6803,,13.3312,58.5718,13.0064,7.84,7.33,1.87908,5.45105,0.288357,1.02922,13.4457,9.07731,3.68005,2.46663,1.26858,0.22956,0.0930661,0.136493481695652,0.249684,1.38453,0.302647,0.670855,,,4.40864,0.0304106,-0.122218,999,,,,,,,49.8,3.8307692307692305,51,3.923076923076923,,,,,,,,,,,,,,,,,,,"Trevor Stephan","19932",663986
"Ky Bush","CHW",0.86723,1.68436,1.00447,5.37986,4.661,4.041,0,0,,18.1845,80.448,18.9716,11.63,10.87,3.12718,7.75259,0.0713672,0.698632,12.6598,6.26566,3.83697,1.63297,1.54772,0.157366,0.0963677,0.06099814176559448,0.263507,1.46961,0.28188,0.675472,,,5.37262,0.0302918,-0.0808181,999,,,,,,,45.90000000000001,2.5500000000000007,50,2.7777777777777777,,,,,,,,,,,,,,,,,,,"Ky Bush","29823",681066
"Tom Cosgrove","HOU",0.4117,0.323968,0,4.73182,9.446,0,0,0.6558,,9.8144,43.0555,9.64006,5.53,5.16,1.25457,4.00737,0.328101,0.589212,8.85435,8.11962,3.67484,2.20952,1.15047,0.20565,0.0930745,0.11257529258728027,0.250659,1.39055,0.295785,0.682652,,,4.39762,0.0288138,-0.0784438,999,,,,,,,42.7,4.2700000000000005,44,4.4,,,,,,,,,,,,,,,,,,,"Tom Cosgrove","23443",676680
"Jeff Criswell","COL",0.430691,0.465773,0,5.03344,10.074,0,0,0.6093,,11.0501,48.8769,10.825,6.63,6.18,1.72694,4.89171,0.47742,0.497653,11.7036,9.53226,3.98416,2.39254,1.40654,0.239451,0.100082,0.1393684521317482,0.248921,1.42231,0.302693,0.683262,,,4.51169,0.0271531,-0.126429,999,,,,,,,41.20000000000001,3.7454545454545465,42,3.8181818181818183,,,,,,,,,,,,,,,,,,,"Jeff Criswell","27608",676105
"Tanner Rainey","DET",0.498723,0.418907,0,4.28918,12.545,0,0,0.6028,,12.9675,56.0817,10.565,6.6,6.18,1.71952,6.70433,0.247089,0.744137,13.344,9.26133,4.65309,1.99036,1.19342,0.237939,0.119546,0.11839333921670914,0.217237,1.33174,0.263495,0.717892,,,4.52408,0.0271099,-0.0210759,999,,,,,,,48.99999999999999,3.7692307692307687,45,3.4615384615384617,,,,,,,,,,,,,,,,,,,"Tanner Rainey","17610",663432
"Dom Hamel","NYY",0.872293,0.582114,0,4.63367,17.088,0.118,0,0.691,,18.1994,79.8222,16.7481,9.99,9.37,2.51995,8.51915,0.526928,1.02688,18.3133,9.05635,4.21291,2.14967,1.24617,0.229427,0.106727,0.12270016968250275,0.238319,1.38836,0.28777,0.702748,,,4.49621,0.026733,-0.0604212,999,,,,,,,62.10000000000001,3.4500000000000006,61,3.388888888888889,,,,,,,,,,,,,,,,,,,"Dom Hamel","30153",687589
"Gregory Santos","SFG",1.68598,1.3286,0,4.46891,40.285,0,1,5.9805,,41.3859,180.98,41.3589,22.09,20.55,4.22847,16.8468,1.10833,2.85646,30.0291,6.53029,3.6636,1.78248,0.919547,0.165925,0.0930867,0.07283847033977509,0.256447,1.40641,0.292322,0.690736,,,4.44045,0.0260087,-0.0586332,999,,,,,,,176.60000000000005,4.307317073170733,182,4.439024390243903,,,,,,,,,,,,,,,,,,,"Gregory Santos","21894",666619
"Brent Suter","LAA",1.97055,2.00081,0,4.62175,53.477,0.238,0,11.6202,,59.4125,257.139,61.4755,32.68,30.51,7.79205,18.5095,0.911374,3.80548,42.0318,6.36712,2.80388,2.27083,1.18037,0.163459,0.0719824,0.09147711843252182,0.261794,1.34626,0.29018,0.684824,,,4.55197,0.0240951,-0.220496,999,,,,,,,242.60000000000005,4.111864406779662,254,4.305084745762712,,,,,,,,,,,,,,,,,,,"Brent Suter","13942",608718
"Michael Petersen","MIA",0.939901,0.840851,0,4.64944,24.357,0,0,0.6387,,26.2483,115.684,23.8332,14.54,13.56,3.39529,13.5416,0.966855,1.35662,25.552,8.76124,4.64314,1.88692,1.16418,0.220877,0.117057,0.10381992906332016,0.236473,1.42389,0.284496,0.699995,,,4.57255,0.0232187,-0.143496,999,,,,,,,104.1,4.003846153846154,102,3.923076923076923,,,,,,,,,,,,,,,,,,,"Michael Petersen","20827",656848
"Sam Aldegheri","LAA",1.4303,2.97166,1.20014,5.68961,9.263,6.066,0,0,,37.7583,170.086,40.6142,25.46,23.87,6.69571,16.5084,0.476319,2.76551,28.6004,6.81713,3.93491,1.73248,1.59598,0.168153,0.0970592,0.07109355926513672,0.269304,1.51285,0.293627,0.66311,,,5.45688,0.0229101,-0.151669,999,,,,,,,86.5,2.276315789473684,97,2.5526315789473686,,,,,,,,,,,,,,,,,,,"Sam Aldegheri","26443",691951
"Angel Perdomo","LAA",0.517222,0.483039,0,4.50223,13.981,0,0,0,,14.5328,64.4762,11.8194,7.76,7.27,1.94979,8.98418,0.511458,1.01545,18.1012,11.2098,5.5638,2.01478,1.20748,0.280742,0.139341,0.14140063524246216,0.216962,1.43149,0.286692,0.721681,,,4.45242,0.022499,-0.0164809,999,,,,,,,61.2,4.08,55,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Angel Perdomo","17759",622780
"Jayvien Sandridge","LAA",0.749349,0.707775,0,4.51902,20.299,0,0,0.6225,,20.4934,91.2929,17.3333,10.95,10.29,2.50432,12.4572,0.820412,1.52239,23.3373,10.249,5.47079,1.87339,1.09981,0.255631,0.136454,0.11917780339717865,0.224196,1.45366,0.2881,0.716793,,,4.49267,0.0214123,-0.0558816,999,,,,,,,74.89999999999999,3.7449999999999997,69,3.45,,,,,,,,,,,,,,,,,,,"Jayvien Sandridge","25158",682144
"Corbin Martin","CHC",0.302751,0.249591,0,4.46314,7.102,0.042,0,0.7209,,7.6426,33.4078,6.84903,4.05,3.79,0.891667,3.94372,0.191686,0.323692,7.2851,8.57901,4.64417,1.84726,1.05004,0.218066,0.118048,0.10001794248819351,0.235036,1.41218,0.284177,0.70646,,,4.42053,0.0170591,0.0184266,999,,,,,,,34.7,4.3375,33,4.125,,,,,,,,,,,,,,,,,,,"Corbin Martin","19884",656686
"Cole Henry","WSN",2.1212,2.1576,0,4.60028,63.025,0,12,7.9996,,63.1135,276.346,54.5567,34.44,32.26,8.63179,31.276,1.59617,5.61232,58.5458,8.34865,4.45997,1.87191,1.2309,0.211857,0.113177,0.09867994487285614,0.227834,1.35997,0.266571,0.696867,,,4.81127,0.0167749,-0.109962,737.5599975585938,,,,,,,311.50000000000006,4.9444444444444455,297,4.714285714285714,,,,,,,,,,,,,,,,,,,"Cole Henry","27570",669371
"Daniel Lynch IV","KCR",2.07009,1.90641,0,4.63398,50.67,0.458,0,10.8051,,58.4595,255.244,58.3722,32.26,30.1,7.27833,21.4581,1.64316,4.51597,43.7597,6.73692,3.30354,2.03931,1.12052,0.171443,0.0840692,0.08737353980541229,0.254601,1.36557,0.286671,0.683083,,,4.5895,0.0166361,-0.172057,999,,,,,,,246.3,4.246551724137931,253,4.362068965517241,,,,,,,,,,,,,,,,,,,"Daniel Lynch IV","21537",663738
"Blas Castaño","SEA",0.323138,0.301717,0,4.50509,8.128,0.006,0,0.65,,9.9887,43.5418,9.62597,5.36,5,1.13265,4.03147,0.30728,0.762025,7.96202,7.17393,3.63243,1.97497,1.02054,0.182859,0.0925884,0.0902707576751709,0.248423,1.36729,0.286417,0.687345,,,4.45471,0.0166341,0.0230333,999,,,,,,,40.7,4.07,42,4.2,,,,,,,,,,,,,,,,,,,"Blas Castano","26117",680604
"Ken Waldichuk","WSN",0.403433,0.543966,0,4.58763,11.814,0.386,0,0.6515,,13.8503,60.6614,12.5785,7.58,7.06,1.84589,6.78187,0.40544,0.769378,14.0372,9.12145,4.4069,2.06981,1.19947,0.231402,0.111799,0.11960358172655106,0.236839,1.39783,0.288302,0.702211,,,4.47633,0.0165786,-0.069447,999,,,,,,,53.20000000000003,3.800000000000002,52,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Ken Waldichuk","27681",686610
"Collin Snider","CHC",0.403037,0.330321,0,4.72895,9.725,0,0,0.7209,,10.1439,44.1781,9.90957,5.71,5.33,1.34467,3.97043,0.267602,0.610917,8.72223,7.73864,3.52269,2.1968,1.19304,0.197433,0.0898733,0.1075601726770401,0.250263,1.36831,0.290042,0.680978,,,4.49362,0.0148954,-0.0785266,999,,,,,,,42.7,4.2700000000000005,44,4.4,,,,,,,,,,,,,,,,,,,"Collin Snider","23307",676092
"Colin Poche","DET",0.658101,0.599904,0,4.59869,16.801,0,0,0.6028,,16.6156,71.9839,14.7896,9.11,8.49,2.50719,7.37676,0.421803,0.809854,14.4578,7.8312,3.99569,1.95991,1.35804,0.200848,0.102478,0.09836962074041367,0.231821,1.33407,0.262263,0.699836,,,4.83461,0.0147455,-0.0118979,999,,,,,,,57.900000000000006,3.405882352941177,54,3.176470588235294,,,,,,,,,,,,,,,,,,,"Colin Poche","19403",621363
"Scott Blewett","STL",0.726352,0.695401,0,5.03991,17.412,0.066,0,0.6663,,19.9468,88.0062,20.8099,11.93,11.17,2.62735,8.23693,0.609953,0.484861,15.861,7.15647,3.7165,1.92559,1.18546,0.180226,0.0935949,0.08663082867860794,0.262472,1.45621,0.299074,0.674726,,,4.5689,0.0146821,-0.15679,999,,,,,,,68.5,3.425,73,3.65,,,,,,,,,,,,,,,,,,,"Scott Blewett","16427",656240
"Julian Merryweather","MIN",0.360435,0.311366,0,5.092,8.67,0,0,0,,8.5546,37.8912,8.70855,5.17,4.84,1.15898,3.80633,0.182945,0.299197,7.89716,8.30834,4.0045,2.07475,1.21932,0.208417,0.100454,0.10796266049146652,0.257758,1.46294,0.305285,0.674318,,,4.48984,0.0133889,-0.0302225,999,,,,,,,34.90000000000001,3.877777777777779,36,4,,,,,,,,,,,,,,,,,,,"Julian Merryweather","16703",657240
"Chase Shugart","PHI",1.16877,0.902134,0,4.78049,30.299,0,0,0.6364,,33.2288,146.025,33.4612,18.92,17.65,4.28631,13.5376,0.793381,1.80991,26.4091,7.1529,3.66664,1.9508,1.16095,0.180854,0.0927075,0.08814647793769836,0.25606,1.4144,0.291802,0.684882,,,4.60814,0.0125361,-0.17822,999,,,,,,,117.20000000000006,3.5515151515151535,121,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Chase Shugart","21544",663767
"Zach Brzykcy","MIA",0.364188,0.308278,0,4.38789,9.197,0,0,0.6387,,8.389,36.4842,7.46951,4.39,4.09,1.0996,4.05465,0.385299,0.338149,7.80216,8.37042,4.34997,1.92425,1.17969,0.21385,0.111134,0.10271584987640381,0.232757,1.37372,0.274687,0.714508,,,4.54996,0.0118983,0.0184266,999,,,,,,,36.7,4.5875,35,4.375,,,,,,,,,,,,,,,,,,,"Zach Brzykcy","27783",694350
"Jake Eder","WSN",0.63026,0.683645,0,4.83155,19.489,0.045,0,0.6515,,24.1413,106.185,23.5554,13.86,12.96,3.13769,10.6874,0.70523,1.23803,21.0383,7.84319,3.9843,1.96852,1.16975,0.198128,0.100648,0.09748005121946335,0.249898,1.41843,0.291332,0.68284,,,4.56379,0.0115667,-0.147773,999,,,,,,,88.30000000000001,3.679166666666667,91,3.7916666666666665,,,,,,,,,,,,,,,,,,,"Jake Eder","27590",671109
"Joe La Sorsa","PIT",0.243286,0.176973,0,4.55354,5.195,0,0,0,,6.7991,29.2005,6.92295,3.7,3.44,0.916063,1.98973,0.301592,0.313409,4.94353,6.54378,2.63381,2.48453,1.2126,0.169296,0.0681402,0.10115595161914825,0.257384,1.31086,0.285529,0.683165,,,4.44872,0.0114825,-0.0346621,999,,,,,,,25.3,3.6142857142857143,26,3.7142857142857144,,,,,,,,,,,,,,,,,,,"Joe La Sorsa","25481",686747
"Daniel Robert","PHI",0.221729,0.158543,0,4.45835,5.53,0,0,0,,5.3697,23.2838,4.80868,2.84,2.66,0.714647,2.39775,0.113201,0.309274,4.95758,8.30926,4.0188,2.0676,1.1978,0.21292,0.102979,0.1099405363202095,0.233694,1.34205,0.274683,0.703591,,,4.53118,0.0112845,-0.0393256,999,,,,,,,15.7,3.1399999999999997,16,3.2,,,,,,,,,,,,,,,,,,,"Daniel Robert","21229",642016
"Tayler Saucedo","LAA",1.00091,0.951735,0,4.56061,27.469,0,0,0.6225,,27.5292,120.537,27.5635,14.98,13.95,3.14085,11.418,0.747786,1.58186,22.1744,7.24938,3.73283,1.94206,1.02682,0.183963,0.0947255,0.08923737704753876,0.256316,1.41601,0.297033,0.694,,,4.42401,0.0110275,-0.0375572,999,,,,,,,106.50000000000001,3.8035714285714293,110,3.9285714285714284,,,,,,,,,,,,,,,,,,,"Tayler Saucedo","17888",642048
"Taylor Rashi","ARI",0.432149,0.382968,0,4.78035,12.493,0,0,0,,21.6135,94.8813,20.4002,12.27,11.48,3.05773,10.2986,0.843094,0.631099,20.5199,8.54464,4.28841,1.99249,1.27326,0.21627,0.108542,0.10772742331027985,0.243,1.42035,0.287251,0.697586,,,4.59255,0.0108719,-0.0510385,999,,,,,,,82.9,3.7681818181818185,80,3.6363636363636362,,,,,,,,,,,,,,,,,,,"Taylor Rashi","26344",688497
"Ryan Loutos","SEA",0.647785,0.633635,0,4.69957,16.648,0,0,0.65,,17.0441,74.6151,17.1743,9.53,8.9,2.14388,6.96547,0.590467,0.693974,13.7047,7.23663,3.67806,1.96751,1.13206,0.183671,0.093352,0.09031931310892105,0.256503,1.41631,0.294097,0.691151,,,4.51036,0.00973902,-0.11332,999,,,,,,,65.00000000000001,3.8235294117647065,67,3.9411764705882355,,,,,,,,,,,,,,,,,,,"Ryan Loutos","29521",702795
"Nick Hernandez","ATH",0.420889,0.354072,0,4.62199,9.668,0,0,0,,11.878,51.4118,10.3496,6.52,6.1,1.987,5.4199,0.341172,0.604718,12.3403,9.35025,4.10668,2.27684,1.50556,0.240028,0.105421,0.13460633158683777,0.228029,1.32762,0.269241,0.712174,,,4.75362,0.00950481,-0.0739255,999,,,,,,,44.20000000000002,3.683333333333335,40,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Nick Hernandez","19281",663321
"Tucker Davidson","PHI",0.215626,0.156201,0,4.59568,5.562,0,0,0.6364,,5.8555,25.5999,5.77505,3.22,2.99,0.670016,2.47151,0.164204,0.251625,4.92442,7.56892,3.79876,1.99247,1.02982,0.192361,0.0965439,0.09581717848777771,0.252442,1.40834,0.29539,0.687765,,,4.33585,0.00918816,0.0138199,999,,,,,,,24.500000000000007,4.083333333333335,25,4.166666666666667,,,,,,,,,,,,,,,,,,,"Tucker Davidson","19871",656353
"Matt Bowman","MIN",0.490531,0.413439,0,4.98273,11.657,0,0,0,,14.3596,63.45,14.9631,8.49,7.95,1.66468,5.71562,0.381673,0.897211,10.9419,6.8579,3.58231,1.91438,1.04335,0.172448,0.0900806,0.08236782252788544,0.263263,1.44006,0.300661,0.664302,,,4.49977,0.00868167,-0.069447,999,,,,,,,41,2.9285714285714284,45,3.2142857142857144,,,,,,,,,,,,,,,,,,,"Matt Bowman","13528",621199
