Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",144.451,635.909,516.798,148.322,72.3105,25.9542,0.386646,49.6706,105.032,120.086,108.167,18.1418,161.851,5.97784,4.21474,0.490691,8.87775,7.66032,2.84139,0.287002,0.170098,0.254519,0.668312,0.413231,0.627056,0.428969,1.04029,0.340054,3.18393,0.318753,,-0.742686,134.984,59.846,181.173,-0.742686,-2.34,60.095582008361816,-9.31830906867981,7.43446,1.9700000286102295,,,,,,,1206,8.375,1206,8.375,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",150.226,655.975,595.431,173.549,102.038,35.1314,5.45768,30.9217,103.613,95.5219,47.6199,4.95363,112.17,6.43113,5.66176,0.831087,7.07722,36.3958,8.45549,0.291468,0.0725941,0.170998,0.424532,0.347405,0.524597,0.368841,0.872002,0.233128,6.99652,0.311413,,2.81874,107.219,29.7107,135.608,2.81874,3.65,30.348464488983154,10.604907512664795,6.50001,2.890000104904175,,,,,,,1008.8,6.725333333,1008.8,6.725333333,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Cal Raleigh","SEA",149.432,623.67,538.608,120.753,58.609,22.3239,0.828139,38.9919,81.8724,103.314,73.921,6.89653,172.65,6.22685,4.43039,0.484133,6.35249,7.21041,2.58332,0.224195,0.118526,0.276829,0.428156,0.322377,0.485899,0.342799,0.808276,0.261704,3.59278,0.246717,,-0.48633,88.7524,15.061,127.217,-0.48633,14.95,19.519651859998703,21.679899215698242,6.41144,18.6299991607666,,,,,,,819.6,5.50067114,819.6,5.50067114,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Shohei Ohtani","LAD",147.003,655.805,555.602,158.285,77.2733,30.5584,3.06436,47.3889,120.593,118.391,90.0989,13.3253,155.649,4.73667,3.5876,0.712107,8.65676,25.1506,8.11685,0.284889,0.137387,0.237341,0.578859,0.38702,0.606799,0.412608,0.993819,0.32191,5.96749,0.311373,,0.657889,130.495,53.007,168.744,0.657889,0,54.09018534421921,-13.877077102661133,6.34664,1.2300000190734863,,,,,,,1187.7,8.079591836,1187.7,8.079591836,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Juan Soto","NYM",153.36,672.852,543.705,146.94,82.3784,26.1765,0.376441,38.0082,106.614,98.7883,120.171,8.79496,122.194,4.10533,3.81821,1.0528,13.7223,16.4355,5.95177,0.270256,0.178599,0.181606,0.983441,0.403715,0.529504,0.397399,0.933219,0.259247,3.70801,0.281243,,-0.456457,125.579,46.0764,161.117,-0.456457,-2.99,48.28267526626587,-10.283197164535522,6.17818,4.489999771118164,,,,,,,1097.4,7.172549019,1097.4,7.172549019,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Julio Rodríguez","SEA",150.217,653.966,593.082,162.076,102.51,25.5624,6.08451,27.9189,94.6963,86.7907,47.3474,3.60127,145.094,9.15402,3.85491,0.527867,10.7172,25.1764,6.52895,0.273277,0.0724004,0.221868,0.326323,0.334503,0.478119,0.347536,0.812622,0.204842,6.68308,0.316464,,1.33559,95.579,18.3079,130.48,1.33559,0.52,24.8286292552948,2.648925542831421,5.11419,10.65999984741211,,,,,,,882.9,5.886,882.9,5.886,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Gunnar Henderson","BAL",151.997,654.891,578.76,154.87,93.0971,34.4014,2.65729,24.7145,93.3866,79.5553,64.5471,3.15069,139.21,5.70545,5.37121,0.506808,12.1668,20.1645,5.15977,0.26759,0.0985617,0.21257,0.463667,0.344023,0.46432,0.347582,0.808343,0.19673,5.56598,0.309742,,0.862298,95.7386,18.3582,125.424,0.862298,-1.33,20.486420571804047,5.706897616386414,4.98606,12.9399995803833,,,,,,,876.7,5.767763157,876.7,5.767763157,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Fernando Tatis Jr.","SDP",146.969,643.771,563.288,153.456,93.0367,27.3469,4.07992,28.9923,98.4451,84.4858,69.15,3.0547,128.599,6.22131,4.18177,0.929514,12.3898,23.0469,6.97229,0.272428,0.107414,0.199759,0.537717,0.355962,0.489872,0.36272,0.845834,0.217444,5.90281,0.303659,,0.662494,102.025,25.9588,137.799,0.662494,4.32,29.502854824066162,-2.673123359680176,4.93639,15.170000076293945,,,,,,,916.6,6.235374149,916.6,6.235374149,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Vladimir Guerrero Jr.","TOR",153.115,663.068,578.935,172.955,109.503,30.7503,1.13245,31.5696,97.3987,97.7595,72.0919,6.98205,88.066,7.15341,4.28774,0.599657,16.542,5.67919,2.20631,0.298746,0.108725,0.132816,0.818612,0.380698,0.519365,0.383572,0.900063,0.220619,3.42545,0.304981,,-0.967642,116.309,37.9627,149.376,-0.967642,-0.37,37.61984819173813,-12.37930691242218,4.91737,17.90999984741211,,,,,,,1029,6.725490196,1029,6.725490196,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Ketel Marte","ARI",139.768,611.497,533.378,147.183,85.3681,30.8265,1.78936,29.1986,85.6843,94.5497,66.5579,4.36861,100.755,6.31693,4.2429,0.610132,12.7251,4.70491,1.74244,0.275944,0.108844,0.164768,0.66059,0.360457,0.504677,0.369249,0.865134,0.228733,3.63148,0.289413,,-0.788405,100.152,27.899,137.548,-0.788405,-0.25,26.42475861310959,-0.17889302968978882,4.76679,33.11000061035156,,,,,,,887,6.335714285,887,6.335714285,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"William Contreras","MIL",143.787,601.323,524.979,138.001,89.953,27.0938,0,20.954,71.7892,81.4244,66.6098,2.69825,119.235,4.67758,4.11046,0.946564,15.104,5.2372,2.04345,0.262869,0.110772,0.198287,0.558645,0.348595,0.434221,0.340582,0.782816,0.171351,2.75837,0.300968,,-0.836033,84.4903,13.4393,119.65,-0.836033,5.49,13.168163001537323,12.618919372558594,4.68522,53.290000915527344,,,,,,,743.4,5.1625,743.4,5.1625,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Corey Seager","TEX",122.157,522.858,450.796,124.174,72.5754,23.335,0.645097,27.6187,70.269,82.4826,59.1508,8.37511,98.4805,4.60328,4.21435,0.459712,10.2348,1.62525,0.655328,0.275455,0.11313,0.18835,0.600635,0.362261,0.513881,0.370272,0.876142,0.238426,2.33628,0.293561,,-0.788032,86.0687,24.289,141.015,-0.788032,-0.08,24.487723171710968,3.2189928740262985,4.67595,100.29000091552734,,,,,,,772,6.327868852,772,6.327868852,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Corbin Carroll","ARI",139.969,610.241,531.019,137.703,75.4404,29.4091,6.96601,25.8872,97.4369,77.727,63.6383,2.60806,127.301,8.0816,3.99279,3.50959,7.69955,34.3303,6.68191,0.259318,0.104284,0.208608,0.499905,0.345165,0.487187,0.356228,0.832353,0.227869,7.74639,0.292846,,3.17542,93.4952,21.3905,128.629,3.17542,7.06,23.881524085998535,0.8647909164428711,4.6091,11.800000190734863,,,,,,,871.2,6.222857142,871.2,6.222857142,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Will Smith","LAD",124.135,501.104,428.489,115.817,68.9126,21.0598,1.64156,24.2033,73.0154,73.2556,56.242,2.28306,94.6601,9.19777,5.84715,0.454767,7.78448,2.85729,1.02884,0.270293,0.112236,0.188903,0.594147,0.362677,0.49656,0.36793,0.859237,0.226267,3.57281,0.290403,,-0.721747,81.5351,22.3258,138.138,-0.721747,-2.55,21.928969383239746,6.438883066177368,4.60813,104.86000061035156,,,,,,,717.4,5.78548387,717.4,5.78548387,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Yordan Alvarez","HOU",127.571,545.636,464.452,135.332,74.9873,26.517,1.22047,32.6069,82.0342,89.9492,67.984,8.82244,91.2235,7.62382,5.07963,0.49681,9.0231,3.31588,1.12086,0.29138,0.124596,0.167187,0.745247,0.386946,0.564344,0.399297,0.95129,0.272964,3.11131,0.297149,,-0.731773,102.677,38.2056,160.18,-0.731773,-0.44,37.96966189146042,-12.055261075496674,4.57279,35.5099983215332,,,,,,,917.1,7.16484375,917.1,7.16484375,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Ronald Acuña Jr.","ATL",142.194,623.328,529.254,147.081,90.6079,24.371,3.16629,28.9355,101.197,82.9877,81.3507,3.36783,134.511,8.40035,3.79719,0.52559,11.9286,25.8745,8.8662,0.277902,0.13051,0.215795,0.604789,0.380268,0.499931,0.378451,0.880199,0.222029,5.94441,0.319652,,0.375607,106.747,33.0955,144.365,0.375607,-2.8,33.15128031373024,-10.13810133934021,4.47632,6.599999904632568,,,,,,,944.7,6.652816901,944.7,6.652816901,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Francisco Lindor","NYM",140.276,619.463,545.761,139.916,86.4128,26.993,1.54399,24.9664,85.0465,76.5812,53.5483,1.04573,115.551,9.45892,4.52046,0.660735,9.26412,21.4564,6.62881,0.256369,0.0864431,0.186535,0.463416,0.330878,0.448725,0.337275,0.779603,0.192356,5.18001,0.280527,,0.597143,85.3757,12.1813,119.93,0.597143,1.02,15.229939222335815,7.033203125,4.38643,22.309999465942383,,,,,,,772,5.514285714,772,5.514285714,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Alejandro Kirk","TOR",121.866,482.229,427.703,114.657,77.2143,19.4886,0,17.9545,58.8016,61.8989,44.8922,1.60082,59.5183,4.53931,4.55124,0.543435,12.1842,0.195997,0.102131,0.268077,0.0930931,0.123423,0.754259,0.340656,0.43958,0.338122,0.780235,0.171503,1.5549,0.27257,,-0.828131,66.7934,9.8143,118.067,-0.828131,7.31,9.4405238032341,15.83397626876831,4.28403,160.4600067138672,,,,,,,590.3,4.83852459,590.3,4.83852459,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Kyle Tucker","LAD",141.828,614.283,523.78,140.815,81.9664,28.07,2.39421,28.384,94.6264,85.8524,79.9969,5.7456,87.9117,3.51719,5.06255,0.793915,8.67032,17.0785,6.25511,0.268843,0.130228,0.143113,0.909969,0.366337,0.494148,0.367578,0.860485,0.225305,5.18535,0.272528,,-0.200396,99.7748,27.1925,137.897,-0.200396,0.35,27.390426382422447,-6.216111093759537,4.25739,14.489999771118164,,,,,,,888.9,6.259859154,888.9,6.259859154,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"José Ramírez","CLE",149.375,643.13,570.455,154.009,93.5474,30.6908,4.03652,25.734,90.0979,83.3308,61.6236,14.7834,71.9411,4.48494,5.88735,0.678697,6.96809,33.4008,9.40791,0.269975,0.0958183,0.111861,0.856585,0.342621,0.473262,0.343214,0.815882,0.203287,6.25818,0.267983,,1.87105,91.7383,15.7475,122.155,1.87105,0.57,18.664853811264038,0.7838816344738007,4.25459,5.710000038146973,,,,,,,885,5.939597315,885,5.939597315,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Junior Caminero","TBR",146.743,625.751,574.802,154.292,91.3225,26.7702,0.585511,35.6135,80.6182,103.51,40.7624,2.14792,121.634,4.5614,5.07687,0.548776,13.0565,4.63538,1.72538,0.268426,0.0651415,0.194381,0.335123,0.319282,0.50291,0.349216,0.822192,0.234484,3.01457,0.280808,,-0.667411,92.3087,18.3714,124.223,-0.667411,-0.39,17.19769197702408,1.3024548292160034,4.09633,16.170000076293945,,,,,,,851.7,5.793877551,851.7,5.793877551,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Wyatt Langford","TEX",141.812,609.501,529.689,132.523,77.6061,27.1158,3.01977,24.7811,85.9705,73.5731,69.343,2.60596,143.204,6.25755,3.68736,0.524459,7.8744,19.3938,5.33962,0.25019,0.11377,0.234953,0.484224,0.341759,0.453137,0.343632,0.794896,0.202947,5.77343,0.294867,,0.69788,87.1485,15.1312,122.664,0.69788,5.38,16.979313015937805,1.573988437652588,4.04455,41.86000061035156,,,,,,,792.3,5.579577464,792.3,5.579577464,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Mookie Betts","LAD",140.461,616.176,541.075,143.901,91.4014,30.9805,1.50138,20.0182,82.5522,76.6608,62.0986,1.2313,70.7184,5.75489,5.92181,0.679893,8.99343,8.15319,3.11509,0.265955,0.100781,0.11477,0.878111,0.344401,0.439753,0.340354,0.784154,0.173798,3.98744,0.271519,,-0.688267,86.4631,13.6571,119.248,-0.688267,-1.65,13.368435800075531,4.852823853492737,3.9617,56.20000076293945,,,,,,,765.5,5.467857142,765.5,5.467857142,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Trea Turner","PHI",142.382,622.6,567.496,160.714,110.01,28.9361,4.64657,17.1219,84.6802,73.1351,39.2668,0.302739,112.33,5.26811,4.16586,0.74738,11.4259,25.0833,5.48623,0.283199,0.0630691,0.18042,0.349568,0.333091,0.441077,0.33495,0.774167,0.157877,6.52668,0.324715,,1.7517,84.6326,11.0676,113.426,1.7517,-0.43,11.658890843391418,6.161759197711945,3.94258,27.90999984741211,,,,,,,772.5,5.440140845,772.5,5.440140845,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Willy Adames","SFG",150.82,644.545,564.559,132.079,74.4204,27.5423,1.42385,28.693,83.8563,83.0106,68.1684,1.60559,171.877,3.76923,5.01514,0.472578,7.6125,10.5599,3.43853,0.233952,0.105762,0.266664,0.396612,0.318026,0.440252,0.327571,0.758278,0.206301,4.45627,0.280177,,-0.251768,83.7543,7.59635,112.375,-0.251768,0.76,9.201905280351639,7.742407560348511,3.92762,135.88999938964844,,,,,,,762.2,5.047682119,762.2,5.047682119,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Adley Rutschman","BAL",138.248,562.045,491.4,123.195,79.9256,24.5215,1.19568,17.5518,66.5351,64.4951,61.1593,1.83316,90.0005,3.8784,5.00192,0.605349,10.9504,0.933522,0.329536,0.250701,0.108816,0.16013,0.679544,0.335267,0.412622,0.326488,0.747889,0.161921,2.44193,0.27168,,-0.893145,72.5399,6.12992,110.894,-0.893145,5.56,6.323247909545898,11.518965244293213,3.80468,152.3699951171875,,,,,,,642.1,4.65289855,642.1,4.65289855,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Matt Chapman","SFG",143.388,603.138,523.844,125.153,69.5467,27.4988,1.63176,26.4762,81.3579,76.0962,67.682,1.02623,149.907,6.52245,4.58664,0.502631,8.63699,8.29993,2.46977,0.238914,0.112216,0.248546,0.451492,0.33081,0.449264,0.337637,0.780074,0.210351,4.3648,0.280295,,-0.29365,83.303,12.0376,119.271,-0.29365,1.2,13.481997221708298,3.4127776622772217,3.78161,167.94000244140625,,,,,,,744.7,5.207692307,744.7,5.207692307,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Jackson Merrill","SDP",142.817,605.195,553.066,150.071,92.1985,33.6163,1.81759,22.4383,76.6075,78.6743,40.87,1.92424,120.167,3.18249,5.13882,2.93742,9.57872,9.11446,2.36908,0.271343,0.0675319,0.19856,0.340109,0.322326,0.46041,0.335257,0.782735,0.189067,4.45676,0.307104,,-0.0340674,82.4177,10.9092,118.986,-0.0340674,0.13,13.584053706377745,2.138057827949524,3.66863,70.48999786376953,,,,,,,747.3,5.225874125,747.3,5.225874125,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Austin Riley","ATL",144.062,616.717,555.281,143.578,83.9887,27.8448,2.70311,29.0415,81.3412,89.1937,47.7668,0.86761,159.467,8.31249,4.86778,0.488899,9.72814,2.31452,0.795806,0.258568,0.0774534,0.258574,0.299541,0.323999,0.475351,0.342657,0.799351,0.216783,3.55677,0.308192,,-0.781949,87.6922,14.8224,119.846,-0.781949,-0.75,13.723928928375244,1.1026489734649658,3.61623,69.80000305175781,,,,,,,791.3,5.495138888,791.3,5.495138888,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Jeremy Peña","HOU",145.314,628.197,573.07,155.885,106.897,29.4315,2.08514,17.4715,80.5064,68.9978,36.4711,0.785064,113.34,10.6665,4.17177,2.31824,13.6643,17.4021,4.21463,0.272017,0.0580568,0.180421,0.321785,0.325158,0.422114,0.324655,0.747272,0.150097,5.31309,0.310044,,0.742765,80.1425,5.91621,108.762,0.742765,-0.37,7.229880750179291,6.357499957084656,3.60231,93.05999755859375,,,,,,,718,4.951724137,718,4.951724137,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Zach Neto","LAA",145.913,627.479,561.542,139.526,82.8567,28.5242,2.09509,26.05,84.4636,74.5518,43.0103,2.77582,156.926,15.9251,3.8335,3.16802,8.38859,26.4365,8.06069,0.248469,0.0685446,0.25009,0.27408,0.317889,0.445898,0.32909,0.763786,0.197428,5.86379,0.296747,,1.06856,82.3106,8.16909,110.064,1.06856,-1.66,8.511109352111816,5.095231413841248,3.60172,26.860000610351562,,,,,,,765.9,5.24589041,765.9,5.24589041,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Elly De La Cruz","CIN",146.158,629.1,563.807,144.144,89.6705,29.6614,3.62725,21.1852,89.8404,68.2934,56.6375,4.85254,173.306,3.24477,3.91278,1.4981,9.04877,39.6142,9.54027,0.255663,0.0900294,0.275482,0.326807,0.325089,0.433864,0.32649,0.758953,0.178202,6.86876,0.329447,,3.06068,81.1953,6.8623,104.361,3.06068,0.56,6.312612771987915,7.091623842716217,3.51285,8.430000305175781,,,,,,,777.6,5.326027397,777.6,5.326027397,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Shea Langeliers","ATH",128.134,526.114,478.221,122.31,66.6935,25.4629,1.44696,28.7062,71.2646,76.7719,39.0688,1.10261,121.757,4.14461,3.96148,0.718258,7.29896,5.88019,1.74475,0.25576,0.0742591,0.231426,0.320876,0.315044,0.495137,0.344757,0.810182,0.239378,4.18073,0.282176,,-0.256756,75.7059,13.5415,119.214,-0.256756,-3.75,11.657804191112518,3.500380516052246,3.40355,53.88999938964844,,,,,,,690.8,5.396875,690.8,5.396875,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Alex Bregman","CHC",147.501,635.179,558.244,140.56,89.9571,27.4648,0.802315,22.3353,75.4426,79.6395,62.8796,1.38323,89.3002,7.79423,5.36771,0.893328,11.9859,2.13002,0.85004,0.251789,0.0989952,0.140591,0.704138,0.333026,0.423891,0.32974,0.756917,0.172103,2.50972,0.261572,,-0.973404,83.6559,8.6046,113.26,-0.973404,0.48,9.009011268615723,2.756249874830246,3.36586,121.7699966430664,,,,,,,736.4,4.975675675,736.4,4.975675675,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Pete Crow-Armstrong","CHC",146.497,614.49,558.277,135.972,81.5998,26.5085,5.88934,21.9743,86.519,66.3824,35.9413,2.31418,152.539,8.00207,4.96522,7.30415,5.40877,34.921,6.31213,0.243556,0.0584897,0.248237,0.235621,0.29631,0.43022,0.311347,0.72653,0.186664,7.85552,0.293257,,3.58575,71.7544,-0.852301,100.66,3.58575,5.81,4.066392958164215,8.070755958557129,3.33348,30.110000610351562,,,,,,,704.6,4.826027397,704.6,4.826027397,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Bryce Harper","PHI",138.217,597.949,514.667,140.491,84.9445,27.8198,2.18258,25.5439,83.2345,84.4018,73.5565,7.43954,124.751,4.65747,4.12211,0.945632,11.2766,10.0413,3.71972,0.272974,0.123015,0.208631,0.589627,0.366337,0.484405,0.363605,0.850742,0.211431,4.48207,0.311936,,-0.543043,95.193,24.5407,133.056,-0.543043,0.39,22.883218944072723,-10.364700675010681,3.3162,50.79999923706055,,,,,,,850.8,6.165217391,850.8,6.165217391,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Dansby Swanson","CHC",151.709,619.069,554.992,136.187,86.289,26.6183,1.51315,21.7661,77.4111,74.9901,50.0225,0.946358,160.292,3.60686,4.38908,1.07376,10.0015,14.8719,4.27298,0.245385,0.0808028,0.258924,0.312071,0.309645,0.416455,0.314919,0.726101,0.171071,4.98546,0.303243,,0.307074,74.0844,0.936658,103.107,0.307074,2.07,2.5866065323352814,9.093564748764038,3.30231,154.88999938964844,,,,,,,682.4,4.489473684,682.4,4.489473684,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Manny Machado","SDP",144.835,619.721,560.416,145.931,91.5515,26.7925,0.000830596,27.5863,77.6747,84.7178,50.5781,3.58356,119.474,2.28811,5.62156,0.592614,11.0342,8.04068,3.44557,0.260398,0.0816144,0.192787,0.42334,0.321209,0.455883,0.332643,0.777092,0.195485,3.21933,0.282461,,-0.732625,83.0807,9.85591,117.195,-0.732625,-0.27,11.897188246250153,-0.5615359246730804,3.26929,38.939998626708984,,,,,,,764.9,5.275172413,764.9,5.275172413,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Jazz Chisholm Jr.","NYY",141.241,587.452,521.333,121.515,71.5887,20.5906,2.66812,26.6673,84.5943,68.5568,55.9993,1.96678,159.395,4.88015,4.01125,1.22839,7.94579,31.161,8.21739,0.233085,0.0953258,0.271332,0.351325,0.311134,0.436273,0.322453,0.747407,0.203188,6.44692,0.279553,,2.0055,73.8943,4.48229,107.798,2.0055,1.78,7.4044811725616455,3.558790683746338,3.19035,21.030000686645508,,,,,,,713.5,5.060283687,713.5,5.060283687,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Xander Bogaerts","SDP",136.207,560.739,499.237,131.875,90.9043,24.5173,1.72977,14.7234,70.6489,60.2993,44.0584,1.37929,100.538,4.88409,5.31325,0.866451,11.3328,15.868,5.22742,0.264152,0.0785721,0.179296,0.438226,0.326684,0.408667,0.320018,0.735351,0.144515,5.08316,0.300937,,0.118763,69.4255,3.16987,108.546,0.118763,0.12,5.798529170453548,6.425879590213299,3.15944,242.97000122070312,,,,,,,628.5,4.621323529,628.5,4.621323529,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Byron Buxton","MIN",119.49,514.924,462.055,115.28,59.3179,27.4324,1.99225,26.537,73.443,72.7087,40.6825,1.89572,142.248,8.39387,3.28621,0.506693,5.28146,13.9986,3.24743,0.249493,0.0790068,0.27625,0.285998,0.319499,0.489785,0.344946,0.809284,0.240292,5.68687,0.299243,,0.766777,74.1747,13.3324,121.406,0.766777,-0.26,13.757999300956726,-0.6287963390350342,3.15655,71.5999984741211,,,,,,,690.7,5.80420168,690.7,5.80420168,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Pete Alonso","BAL",151.876,649.529,569.5,142.888,79.9915,26.0069,0,36.8893,86.5784,98.4185,61.9712,4.02857,152.593,12.5228,4.9694,0.565655,11.3676,2.45197,1.0244,0.2509,0.0954094,0.234928,0.406122,0.334968,0.490892,0.352615,0.825859,0.239991,2.36079,0.27533,,-0.922385,97.6089,20.8621,128.891,-0.922385,-0.43,21.195279717445374,-12.728727996349335,3.15351,24.969999313354492,,,,,,,881,5.796052631,881,5.796052631,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Kyle Schwarber","PHI",148.487,651.689,543.955,125.559,62.972,21.4642,0.631907,40.4909,93.6269,106.157,97.0062,3.76447,181.502,7.03482,3.1679,0.525295,9.43162,5.59725,2.15359,0.230826,0.148854,0.27851,0.534464,0.352599,0.495923,0.363752,0.848522,0.265097,3.11896,0.261643,,-0.840198,103.826,26.8241,133.156,-0.840198,0,24.769296944141388,-15.853203773498535,3.13055,24.65999984741211,,,,,,,922,6.229729729,922,6.229729729,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Gabriel Moreno","ARI",111.409,437.029,390.577,107.368,75.1632,20.1643,1.65292,10.3872,52.5714,51.2315,38.2782,1.82702,74.6754,3.90857,3.61976,0.645328,9.95123,3.85154,1.46141,0.274895,0.0875873,0.170871,0.512594,0.342713,0.414769,0.329943,0.757482,0.139874,3.74615,0.313716,,-0.590811,57.6307,5.99236,110.623,-0.590811,3.31,4.911409497261047,11.03462839126587,3.11911,177.50999450683594,,,,,,,502.4,4.526126126,502.4,4.526126126,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Geraldo Perdomo","ARI",148.628,640.329,545.023,138.727,98.9351,25.1361,3.58723,11.0689,79.8425,54.4025,70.6217,1.20093,87.8017,6.87272,5.39753,12.4136,12.4091,17.7747,5.55034,0.254535,0.11029,0.13712,0.804332,0.344349,0.374745,0.319081,0.719094,0.12021,5.52319,0.282712,,0.125171,78.7928,3.13304,103.182,0.125171,-0.26,2.5400580167770386,6.620926141738892,3.11694,78.05999755859375,,,,,,,683.5,4.587248322,683.5,4.587248322,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Patrick Bailey","SFG",129.259,480.188,435.014,92.8947,63.761,18.9232,0.713345,9.49711,44.6734,43.5894,35.2545,0.411199,127.819,3.47181,3.56767,2.87968,7.62665,1.68534,0.678159,0.213544,0.0734181,0.266185,0.275816,0.275757,0.325819,0.266377,0.601576,0.112275,2.84462,0.276824,,-0.614523,38.5397,-18.1982,70.4554,-0.614523,21.91,-17.42901200056076,31.88368797302246,3.11344,739.4600219726562,,,,,,,346.2,2.68372093,346.2,2.68372093,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Austin Wells","NYY",118.485,444.426,397.799,86.0636,50.0352,17.0533,1.33348,17.6417,49.6699,52.7531,37.4913,0.760173,111.596,4.81997,3.50026,0.815707,5.89437,3.25639,1.12674,0.216349,0.0843589,0.251101,0.335956,0.289386,0.398967,0.299056,0.688354,0.182618,3.67713,0.251494,,-0.414763,47.4612,-5.05118,91.6808,-0.414763,10.95,-4.77243772149086,19.78761577606201,3.10126,244.49000549316406,,,,,,,436.7,3.700847457,436.7,3.700847457,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Roman Anthony","BOS",137.466,593.941,515.93,136.884,86.0607,29.7677,2.24956,18.8064,78.0949,71.1612,69.3654,1.37089,143.671,4.59154,3.42063,0.633042,12.5745,9.3572,2.74367,0.265316,0.116788,0.241894,0.482809,0.355366,0.441088,0.347033,0.796453,0.175772,4.58718,0.330867,,-0.299474,86.5637,16.385,119.406,-0.299474,4.08,13.285142749547958,-3.6984262466430664,3.07236,54.459999084472656,,,,,,,758.9,5.539416058,758.9,5.539416058,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Brent Rooker","ATH",148.842,635.188,562.885,149.956,82.675,32.3675,0.865166,34.048,89.2191,93.9584,59.1417,2.42071,159.372,8.30814,4.29899,0.553715,9.08576,6.53341,2.15962,0.266405,0.0931089,0.250906,0.371091,0.342568,0.508447,0.362911,0.851015,0.242042,3.74373,0.310109,,-0.552814,100.764,25.7113,131.72,-0.552814,-0.04,23.19429075717926,-15.054762877523899,3.06955,52.029998779296875,,,,,,,903.8,6.065771812,903.8,6.065771812,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
